cas_rn,see_details,endocrine_toxicity,respiratory_toxicity,carcinogenicity,genotoxicity,reproductive_toxicity,developmental_toxicity,neurotoxicity,pbt,tot_haz
892-21-7,NA,0,0,0,0,0,0,0,0,0
5522-43-0,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21369,0,0,1,0,0,0,0,0,1
5522-43-0,NA,0,0,1,0,0,0,0,0,1
789-07-1,NA,0,0,0,0,0,0,0,0,0
20268-51-3,NA,0,0,0,0,0,0,0,0,0
17117-34-9,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=20955,0,0,1,0,0,0,0,0,1
75321-20-9,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=22140,0,0,1,0,0,0,0,0,1
75321-20-9,NA,0,0,1,0,0,0,0,0,1
63041-90-7,NA,0,0,0,0,0,0,0,0,0
86-00-0,NA,0,0,0,0,0,0,0,0,0
999051-03-5,NA,0,0,0,0,0,0,0,0,0
999043-03-7,NA,0,0,0,0,0,0,0,0,0
999040-03-8,NA,0,0,0,0,0,0,0,0,0
999045-03-3,NA,0,0,0,0,0,0,0,0,0
999049-03-5,NA,0,0,0,0,0,0,0,0,0
999048-03-2,NA,0,0,0,0,0,0,0,0,0
999037-03-5,NA,0,0,0,0,0,0,0,0,0
999038-03-8,NA,0,0,0,0,0,0,0,0,0
999050-03-2,NA,0,0,0,0,0,0,0,0,0
999039-03-1,NA,0,0,0,0,0,0,0,0,0
999034-03-6,NA,0,0,0,0,0,0,0,0,0
999027-03-1,NA,0,0,0,0,0,0,0,0,0
999046-03-6,NA,0,0,0,0,0,0,0,0,0
5410-97-9,NA,0,0,0,0,0,0,0,0,0
84-54-8,NA,0,0,0,0,0,0,0,0,0
999028-03-4,NA,0,0,0,0,0,0,0,0,0
999029-03-7,NA,0,0,0,0,0,0,0,0,0
999030-03-4,NA,0,0,0,0,0,0,0,0,0
999042-03-4,NA,0,0,0,0,0,0,0,0,0
999041-03-1,NA,0,0,0,0,0,0,0,0,0
999044-03-0,NA,0,0,0,0,0,0,0,0,0
999036-03-2,NA,0,0,0,0,0,0,0,0,0
999016-03-4,NA,0,0,0,0,0,0,0,0,0
999017-03-7,NA,0,0,0,0,0,0,0,0,0
999026-03-8,NA,0,0,0,0,0,0,0,0,0
999018-03-0,NA,0,0,0,0,0,0,0,0,0
999023-03-9,NA,0,0,0,0,0,0,0,0,0
999022-03-6,NA,0,0,0,0,0,0,0,0,0
999020-03-0,NA,0,0,0,0,0,0,0,0,0
999009-03-9,NA,0,0,0,0,0,0,0,0,0
999019-03-3,NA,0,0,0,0,0,0,0,0,0
999024-03-2,NA,0,0,0,0,0,0,0,0,0
999013-03-5,NA,0,0,0,0,0,0,0,0,0
999025-03-5,NA,0,0,0,0,0,0,0,0,0
999010-03-6,NA,0,0,0,0,0,0,0,0,0
999012-03-2,NA,0,0,0,0,0,0,0,0,0
999021-03-3,NA,0,0,0,0,0,0,0,0,0
999014-03-8,NA,0,0,0,0,0,0,0,0,0
999015-03-1,NA,0,0,0,0,0,0,0,0,0
999011-03-9,NA,0,0,0,0,0,0,0,0,0
999059-03-9,NA,0,0,0,0,0,0,0,0,0
999060-03-6,NA,0,0,0,0,0,0,0,0,0
33089-74-6,NA,0,0,0,0,0,0,0,0,0
2425-10-7,NA,0,0,0,0,0,0,0,0,0
3228-3-3,NA,0,0,0,0,0,0,0,0,0
2314-2-9,NA,0,0,0,0,0,0,0,0,0
999058-03-6,NA,0,0,0,0,0,0,0,0,0
7025-1-6,NA,0,0,0,0,0,0,0,0,0
6876-00-2,NA,0,0,0,0,0,0,0,0,0
101-55-3,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=20462,0,0,0,0,0,0,0,1,1
171977-44-9,NA,0,0,0,0,0,0,0,0,0
147217-71-8,NA,0,0,0,0,0,0,0,0,0
51930-04-2,NA,0,0,0,0,0,0,0,0,0
6903-63-5,NA,0,0,0,0,0,0,0,0,0
189084-59-1,NA,0,0,0,0,0,0,0,0,0
83694-71-7,NA,0,0,0,0,0,0,0,0,0
2050-47-7,NA,0,0,0,0,0,0,0,0,0
147217-77-4,NA,0,0,0,0,0,0,0,0,0
155999-95-4,NA,0,0,0,0,0,0,0,0,0
189084-60-4,NA,0,0,0,0,0,0,0,0,0
147217-78-5,NA,0,0,0,0,0,0,0,0,0
147217-80-9,NA,0,0,0,0,0,0,0,0,0
147217-81-0,NA,0,0,0,0,0,0,0,0,0
189084-62-6,NA,0,0,0,0,0,0,0,0,0
93703-48-1,NA,0,0,0,0,0,0,0,0,0
189084-65-9,NA,0,0,0,0,0,0,0,0,0
446254-80-4,NA,0,0,0,0,0,0,0,0,0
189084-66-0,NA,0,0,0,0,0,0,0,0,0
182677-30-1,NA,0,0,0,0,0,0,0,0,0
189084-58-0,NA,0,0,0,0,0,0,0,0,0
569-41-5,NA,0,0,0,0,0,0,0,0,0
571-58-4,NA,0,0,0,0,0,0,0,0,0
571-61-9,NA,0,0,0,0,0,0,0,0,0
939-27-5,NA,0,0,0,0,0,0,0,0,0
59919-41-4,NA,0,0,0,0,0,0,0,0,0
26248-87-3,NA,0,0,0,0,0,0,0,0,0
3194-55-6,NA,0,0,0,0,0,0,0,0,0
3697-24-3,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21208,0,0,1,0,0,0,0,0,1
238-84-6,NA,0,0,0,0,0,0,0,0,0
243-17-4,NA,0,0,0,0,0,0,0,0,0
202-33-5 and 199-54-2,NA,0,0,0,0,0,0,0,0,0
576-26-1,NA,0,0,0,0,0,0,0,0,0
95-87-4,NA,0,0,0,0,0,0,0,0,0
2416-94-6,NA,0,0,0,0,0,0,0,0,0
527-60-6,NA,0,0,0,0,0,0,0,0,0
37853-59-1,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21222,0,0,0,0,0,0,0,1,1
2113-57-7,NA,0,0,0,0,0,0,0,0,0
92-66-0,NA,0,0,0,0,0,0,0,0,0
13029-09-9,NA,0,0,0,0,0,0,0,0,0
53592-10-2,NA,0,0,0,0,0,0,0,0,0
57422-77-2,NA,0,0,0,0,0,0,0,0,0
59080-32-9,NA,0,0,0,0,0,0,0,0,0
59080-34-1,NA,0,0,0,0,0,0,0,0,0
59080-35-2,NA,0,0,0,0,0,0,0,0,0
115245-07-3,NA,0,0,0,0,0,0,0,0,0
59080-33-0,NA,0,0,0,0,0,0,0,0,0
59080-36-3,NA,0,0,0,0,0,0,0,0,0
60044-25-9,NA,0,0,0,0,0,0,0,0,0
77102-82-0,NA,0,0,0,0,0,0,0,0,0
16400-50-3,NA,0,0,0,0,0,0,0,0,0
96551-70-1,NA,0,0,0,0,0,0,0,0,0
67888-96-4,NA,0,0,0,0,0,0,0,0,0
59080-39-6,NA,0,0,0,0,0,0,0,0,0
81381-52-4,NA,0,0,0,0,0,0,0,0,0
120991-47-1,NA,0,0,0,0,0,0,0,0,0
59080-40-9,NA,0,0,0,0,0,0,0,0,0
60044-24-8,NA,0,0,0,0,0,0,0,0,0
59261-08-4,NA,0,0,0,0,0,0,0,0,0
77607-09-1,NA,0,0,0,0,0,0,0,0,0
120991-48-2,NA,0,0,0,0,0,0,0,0,0
60044-26-0,NA,0,0,0,0,0,0,0,0,0
67733-52-2,NA,0,0,0,0,0,0,0,0,0
88700-06-5,NA,0,0,0,0,0,0,0,0,0
119264-60-7,NA,0,0,0,0,0,0,0,0,0
591-20-8,NA,0,0,0,0,0,0,0,0,0
106-41-2,NA,0,0,0,0,0,0,0,0,0
57383-80-9,NA,0,0,0,0,0,0,0,0,0
615-58-7,NA,0,0,0,0,0,0,0,0,0
28165-52-8,NA,0,0,0,0,0,0,0,0,0
608-33-3,NA,0,0,0,0,0,0,0,0,0
626-41-5,NA,0,0,0,0,0,0,0,0,0
138507-65-0,NA,0,0,0,0,0,0,0,0,0
578-57-4,NA,0,0,0,0,0,0,0,0,0
2398-37-0,NA,0,0,0,0,0,0,0,0,0
104-92-7,NA,0,0,0,0,0,0,0,0,0
95970-22-2,NA,0,0,0,0,0,0,0,0,0
21702-84-1,NA,0,0,0,0,0,0,0,0,0
95970-08-4,NA,0,0,0,0,0,0,0,0,0
38603-09-7,NA,0,0,0,0,0,0,0,0,0
74137-36-3,NA,0,0,0,0,0,0,0,0,0
N/A,NA,0,0,0,0,0,0,0,0,0
85-22-3,NA,0,0,0,0,0,0,0,0,0
3278-89-5,NA,0,0,0,0,0,0,0,0,0
87-83-2,NA,0,0,0,0,0,0,0,0,0
2039-86-3,NA,0,0,0,0,0,0,0,0,0
1522-92-5,NA,0,0,0,0,0,0,0,0,0
2039-82-9,NA,0,0,0,0,0,0,0,0,0
39569-21-6,NA,0,0,0,0,0,0,0,0,0
3322-93-8,NA,0,0,0,0,0,0,0,0,0
35109-60-5,NA,0,0,0,0,0,0,0,0,0
106-48-9,NA,0,0,0,0,0,0,0,0,0
16766-30-6,NA,0,0,0,0,0,0,0,0,0
77102-94-4,NA,0,0,0,0,0,0,0,0,0
2460-49-3,NA,0,0,0,0,0,0,0,0,0
16766-31-7,NA,0,0,0,0,0,0,0,0,0
60712-44-9,NA,0,0,0,0,0,0,0,0,0
2539-17-5,NA,0,0,0,0,0,0,0,0,0
19463-48-0,NA,0,0,0,0,0,0,0,0,0
18268-76-3,NA,0,0,0,0,0,0,0,0,0
18268-69-4,NA,0,0,0,0,0,0,0,0,0
76341-69-0,NA,0,0,0,0,0,0,0,0,0
76330-06-8,NA,0,0,0,0,0,0,0,0,0
2539-26-6,NA,0,0,0,0,0,0,0,0,0
2138-22-9,NA,0,0,0,0,0,0,0,0,0
3978-67-4,NA,0,0,0,0,0,0,0,0,0
14324-55-1,NA,0,0,0,0,0,0,0,0,0
13927-77-0,NA,0,0,0,0,0,0,0,0,0
51452-87-0,NA,0,0,0,0,0,0,0,0,0
147217-72-9,NA,0,0,0,0,0,0,0,0,0
337513-66-3,NA,0,0,0,0,0,0,0,0,0
147217-73-0,NA,0,0,0,0,0,0,0,0,0
337513-67-4,NA,0,0,0,0,0,0,0,0,0
337513-75-4,NA,0,0,0,0,0,0,0,0,0
337513-53-8,NA,0,0,0,0,0,0,0,0,0
65075-08-3,NA,0,0,0,0,0,0,0,0,0
446254-23-5,NA,0,0,0,0,0,0,0,0,0
189084-57-9,NA,0,0,0,0,0,0,0,0,0
446254-33-7,NA,0,0,0,0,0,0,0,0,0
327185-09-1,NA,0,0,0,0,0,0,0,0,0
446254-55-3,NA,0,0,0,0,0,0,0,0,0
446254-67-7,NA,0,0,0,0,0,0,0,0,0
446254-71-3,NA,0,0,0,0,0,0,0,0,0
446254-78-0,NA,0,0,0,0,0,0,0,0,0
39227-53-7,NA,0,0,0,0,0,0,0,0,0
39227-54-8,NA,0,0,0,0,0,0,0,0,0
54536-18-4,NA,0,0,0,0,0,0,0,0,0
29446-15-9,NA,0,0,0,0,0,0,0,0,0
38964-22-6,NA,0,0,0,0,0,0,0,0,0
35822-46-9,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21197,0,0,0,0,0,0,0,1,1
58200-70-7,NA,0,0,0,0,0,0,0,0,0
58200-66-1,NA,0,0,0,0,0,0,0,0,0
39227-28-6,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21237,0,0,0,0,0,0,0,1,1
19408-74-3,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=20987,0,0,0,0,0,0,0,1,1
3268-87-9,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21161,0,0,0,0,0,0,0,1,1
39227-61-7,NA,0,0,0,0,0,0,0,0,0
40321-76-4,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21245,0,0,0,0,0,0,0,1,1
54536-17-3,NA,0,0,0,0,0,0,0,0,0
39227-58-2,NA,0,0,0,0,0,0,0,0,0
82306-65-8,NA,0,0,0,0,0,0,0,0,0
33857-28-2,NA,0,0,0,0,0,0,0,0,0
30746-58-8,NA,0,0,0,0,0,0,0,0,0
34816-53-0,NA,0,0,0,0,0,0,0,0,0
50585-46-1,NA,0,0,0,0,0,0,0,0,0
33423-92-6,NA,0,0,0,0,0,0,0,0,0
116889-69-1,NA,0,0,0,0,0,0,0,0,0
116889-70-4,NA,0,0,0,0,0,0,0,0,0
67323-56-2,NA,0,0,0,0,0,0,0,0,0
51230-49-0,NA,0,0,0,0,0,0,0,0,0
74992-96-4,NA,0,0,0,0,0,0,0,0,0
5409-83-6,NA,0,0,0,0,0,0,0,0,0
38998-75-3,NA,0,0,0,0,0,0,0,0,0
55684-94-1,NA,0,0,0,0,0,0,0,0,0
57117-41-6,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21409,0,0,0,0,0,0,0,1,1
24478-72-6,NA,0,0,0,0,0,0,0,0,0
30402-14-3,NA,0,0,0,0,0,0,0,0,0
54589-71-8,NA,0,0,0,0,0,0,0,0,0
2303-23-3,NA,0,0,0,0,0,0,0,0,0
391-48-7,NA,0,0,0,0,0,0,0,0,0
50585-39-2,NA,0,0,0,0,0,0,0,0,0
57653-85-7,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21418,0,0,0,0,0,0,0,1,1
262-12-4,NA,0,0,0,0,0,0,0,0,0
54536-19-5,NA,0,0,0,0,0,0,0,0,0
38178-38-0,NA,0,0,0,0,0,0,0,0,0
33857-26-0,NA,0,0,0,0,0,0,0,0,0
262-16-8,NA,0,0,0,0,0,0,0,0,0
,NA,0,0,0,0,0,0,0,0,0
71925-18-3,NA,0,0,0,0,0,0,0,0,0
58802-08-7,NA,0,0,0,0,0,0,0,0,0
71998-76-0,NA,0,0,0,0,0,0,0,0,0
50585-41-6,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21295,0,0,0,0,0,0,0,1,1
41903-57-5,NA,0,0,0,0,0,0,0,0,0
39001-02-0,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=21234,0,0,0,0,0,0,0,1,1
1836-74-4,NA,0,0,0,0,0,0,0,0,0
82239-20-1,NA,0,0,0,0,0,0,0,0,0
2671-93-4,NA,0,0,0,0,0,0,0,0,0
2093-28-9,NA,0,0,0,0,0,0,0,0,0
22532-80-5,NA,0,0,0,0,0,0,0,0,0
21105-77-1,NA,0,0,0,0,0,0,0,0,0
620-88-2,NA,0,0,0,0,0,0,0,0,0
142022-61-5,NA,0,0,0,0,0,0,0,0,0
142022-59-1,NA,0,0,0,0,0,0,0,0,0
142022-58-0,NA,0,0,0,0,0,0,0,0,0
22532-68-9,NA,0,0,0,0,0,0,0,0,0
20566-35-2,NA,0,0,0,0,0,0,0,0,0
1222-05-5,NA,0,0,0,0,0,0,0,0,0
105-95-3,NA,0,0,0,0,0,0,0,0,0
78-70-6,NA,0,0,0,0,0,0,0,0,0
106-22-9,NA,0,0,0,0,0,0,0,0,0
93-15-2,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=22557,0,0,1,0,0,0,0,0,1
93-15-2,NA,1,0,1,0,0,0,0,0,2
91-64-5,NA,0,0,0,0,0,0,0,0,0
4602-84-0,NA,0,0,0,0,0,0,0,0,0
5392-40-5,NA,0,0,0,0,0,0,0,0,0
105-13-5,NA,0,0,0,0,0,0,0,0,0
97-54-1,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=25827,0,0,1,0,0,0,0,0,1
97-54-1,NA,1,0,1,0,0,0,0,0,2
103-41-3,NA,0,0,0,0,0,0,0,0,0
122-40-7,NA,0,0,0,0,0,0,0,0,0
79-77-6,NA,0,0,0,0,0,0,0,0,0
127-41-3,NA,0,0,0,0,0,0,0,0,0
106-24-1,NA,0,0,0,0,0,0,0,0,0
101-85-9,NA,0,0,0,0,0,0,0,0,0
118-58-1,NA,0,0,0,0,0,0,0,0,0
107-75-5,NA,0,0,0,0,0,0,0,0,0
104-55-2,NA,0,0,0,0,0,0,0,0,0
104-54-1,NA,1,0,0,0,0,0,0,0,1
80-54-6,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=25608,0,0,0,0,1,0,0,0,1
31906-04-4,NA,0,0,0,0,0,0,0,0,0
111-12-6,NA,0,0,0,0,0,0,0,0,0
135-88-6,NA,1,0,0,0,0,0,0,0,1
90-30-2,NA,0,0,0,0,0,0,0,0,0
2440-22-4,NA,0,0,0,0,0,0,0,0,0
128-37-0,NA,0,0,0,0,0,0,0,0,0
97-02-9,NA,0,0,0,0,0,0,0,0,0
95-51-2,NA,0,0,0,0,0,0,0,0,0
101-77-9,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=20467,0,0,1,0,0,0,0,0,1
101-77-9,NA,1,0,0,0,0,0,0,0,1
121-87-9,NA,0,0,0,0,0,0,0,0,0
89-63-4,NA,0,0,0,0,0,0,0,0,0
3531-19-9,NA,0,0,0,0,0,0,0,0,0
827-94-1,NA,0,0,0,0,0,0,0,0,0
1817-73-8,NA,0,0,0,0,0,0,0,0,0
843-55-0,NA,0,0,0,0,0,0,0,0,0
2081-5-8,NA,0,0,0,0,0,0,0,0,0
77-40-7,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=22189,1,0,0,0,0,0,0,0,1
77-40-7,NA,1,0,0,0,0,0,0,0,1
1478-61-1,NA,1,0,0,0,0,0,0,0,1
92-69-3,NA,1,0,0,0,0,0,0,0,1
95-56-7,NA,0,0,0,0,0,0,0,0,0
92-04-6,NA,1,0,0,0,0,0,0,0,1
609-19-8,NA,0,0,0,0,0,0,0,0,0
108-43-0,NA,0,0,0,0,0,0,0,0,0
554-84-7,NA,0,0,0,0,0,0,0,0,0
580-51-8,NA,1,0,0,0,0,0,0,0,1
1570-64-5,NA,1,0,0,0,0,0,0,0,1
622-62-8,NA,0,0,0,0,0,0,0,0,0
1806-26-4,NA,1,0,0,0,0,0,0,0,1
120-72-9,NA,0,0,0,0,0,0,0,0,0
95-14-7,NA,0,0,0,0,0,0,0,0,0
554-00-7,NA,0,0,0,0,0,0,0,0,0
95-82-9,NA,0,0,0,0,0,0,0,0,0
87-59-2,NA,0,0,0,0,0,0,0,0,0
95-78-3,NA,0,0,0,0,0,0,0,0,0
579-66-8,NA,0,0,0,0,0,0,0,0,0
24544-04-5,NA,0,0,0,0,0,0,0,0,0
578-54-1,NA,0,0,0,0,0,0,0,0,0
643-28-7,NA,0,0,0,0,0,0,0,0,0
697-82-5,NA,0,0,0,0,0,0,0,0,0
583-78-8,NA,1,0,0,0,0,0,0,0,1
489-01-0,NA,0,0,0,0,0,0,0,0,0
91-10-1,NA,0,0,0,0,0,0,0,0,0
87-26-3,NA,0,0,0,0,0,0,0,0,0
94-86-0,NA,1,0,0,0,0,0,0,0,1
90-00-6,NA,0,0,0,0,0,0,0,0,0
644-35-9,NA,0,0,0,0,0,0,0,0,0
99-07-0,NA,0,0,0,0,0,0,0,0,0
108-68-9,NA,0,0,0,0,0,0,0,0,0
620-17-7,NA,0,0,0,0,0,0,0,0,0
150-19-6,NA,1,0,0,0,0,0,0,0,1
585-34-2,NA,1,0,0,0,0,0,0,0,1
5930-28-9,NA,0,0,0,0,0,0,0,0,0
1638-22-8,NA,1,0,0,0,0,0,0,0,1
99-89-8,NA,0,0,0,0,0,0,0,0,0
634-93-5,NA,0,0,0,0,0,0,0,0,0
95-64-7,NA,0,0,0,0,0,0,0,0,0
108-69-0,NA,0,0,0,0,0,0,0,0,0
108-44-1,NA,0,0,0,0,0,0,0,0,0
106-49-0,NA,0,0,0,0,0,0,0,0,0
133-53-9,NA,0,0,0,0,0,0,0,0,0
526-75-0,NA,0,0,0,0,0,0,0,0,0
609-23-4,NA,0,0,0,0,0,0,0,0,0
2772-45-4,NA,0,0,0,0,0,0,0,0,0
120-95-6,NA,0,0,0,0,0,0,0,0,0
96-76-4,NA,0,0,0,0,0,0,0,0,0
88-27-7,NA,0,0,0,0,0,0,0,0,0
4130-42-1,NA,0,0,0,0,0,0,0,0,0
128-39-2,NA,0,0,0,0,0,0,0,0,0
89-72-5,NA,0,0,0,0,0,0,0,0,0
95-85-2,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=25448,0,0,1,0,0,0,0,0,1
95-84-1,NA,0,0,0,0,0,0,0,0,0
95-55-6,NA,0,0,0,0,0,0,0,0,0
615-74-7,NA,0,0,0,0,0,0,0,0,0
94-71-3,NA,0,0,0,0,0,0,0,0,0
88-69-7,NA,0,0,0,0,0,0,0,0,0
93-51-6,NA,0,0,0,0,0,0,0,0,0
90-05-1,NA,0,0,0,0,0,0,0,0,0
95-65-8,NA,1,0,0,0,0,0,0,0,1
91-68-9,NA,0,0,0,0,0,0,0,0,0
123-30-8,NA,0,0,0,0,0,0,0,0,0
101-53-1,NA,0,0,0,0,0,0,0,0,0
88-04-0,NA,0,0,0,0,0,0,0,0,0
599-64-4,NA,1,0,0,0,0,0,0,0,1
123-07-9,NA,0,0,0,0,0,0,0,0,0
150-76-5,NA,0,0,0,0,0,0,0,0,0
119-33-5,NA,0,0,0,0,0,0,0,0,0
98-54-4,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=25495,1,0,0,0,0,0,0,0,1
98-54-4,NA,1,0,0,0,0,0,0,0,1
95-32-9,NA,0,0,0,0,0,0,0,0,0
95-33-0,NA,0,0,0,0,0,0,0,0,0
102-77-2,NA,0,0,0,0,0,0,0,0,0
95-16-9,NA,0,0,0,0,0,0,0,0,0
149-30-4,https://calsafer.dtsc.ca.gov/cms/candidate-chemical/?rid=23674,0,0,1,0,0,0,0,0,1
6265-91-4,NA,0,0,0,0,0,0,0,0,0
4074-77-5,NA,0,0,0,0,0,0,0,0,0
