ParameterID,chemicalLink,toxicityType,listingMechanism,listingMechanismLink,dateListed,doseage,doseageLink
42,,Male Reproductive Toxicity,AB,,1-Jul-90,38,http://oehha.ca.gov/media/downloads/crnr/dnbmadl31403.pdf
52,,Male Reproductive Toxicity,AB,,1-Jul-90,,
58,,Male Reproductive Toxicity,AB,,1-Jul-90,,
113,,Male Reproductive Toxicity,AB,http://oehha.ca.gov/media/downloads/crnr/abpkg6a.pdf,20-Aug-99,,
119,,Male Reproductive Toxicity,AB,http://oehha.ca.gov/media/downloads/crnr/abpkg6a.pdf,20-Aug-99,,
142,,Male Reproductive Toxicity,SQE,,7-Aug-09,,
381,,Male Reproductive Toxicity,AB,http://oehha.ca.gov/proposition-65/crnr/change-basis-identification-male-reproductive-toxicity-endpoint-reproductive,7-Aug-09,,
609,,Male Reproductive Toxicity,AB,http://oehha.ca.gov/proposition-65/crnr/notice-intent-list-dde-and-nitrobenzene,30-Mar-10,,
772,,Male Reproductive Toxicity,AB,,1-Sep-96,,
827,,Male Reproductive Toxicity,AB,,1-Oct-94,,
301420,,Male Reproductive Toxicity,SQE,http://oehha.ca.gov/media/downloads/proposition-65/chemicals/pkg11a2.pdf,24-Dec-99,590,http://oehha.ca.gov/media/downloads/crnr/quizalofop-ethyl20madlfinal.pdf
247,,cancer,,,,,
388,,developmental,,,,,
303299,,cancer,,,,,
303325,,cancer,,,,,
