ParameterID,ParameterName,CasNumber,MolecularFormula,MolecularWeight
308119,"2,4-bis(alpha,alpha-dimethylbenzyl)phenol (RPD)",,,
308120,"2,4-di-tert-amylphenol (True Value)",,,
308121,"2,4-di-tert-amylphenol (% Recovery)",,,
308122,"2,4-di-tert-amylphenol (RPD)",,,
308123,"2,4-di-tert-butylphenol (True Value)",,,
308124,"2,4-di-tert-butylphenol (% Recovery)",,,
308125,"2,4-di-tert-butylphenol (RPD)",,,
308126,"2,6-Di-tert-butyl-4-ethylphenol (True Value)",,,
308127,"2,6-Di-tert-butyl-4-ethylphenol (% Recovery)",,,
308128,"2,6-Di-tert-butyl-4-ethylphenol (RPD)",,,
308129,"2,6-Di-tert-butylphenol (True Value)",,,
308130,"2,6-Di-tert-butylphenol (% Recovery)",,,
308131,"2,6-Di-tert-butylphenol (RPD)",,,
308132,2-sec-butylphenol (True Value),,,
308133,2-sec-butylphenol (% Recovery),,,
308134,2-sec-butylphenol (RPD),,,
308135,2-aminophenol (True Value),,,
308136,2-aminophenol (% Recovery),,,
308137,2-aminophenol (RPD),,,
308138,2-isopropylphenol (True Value),,,
308139,2-isopropylphenol (% Recovery),,,
308140,2-isopropylphenol (RPD),,,
308141,2-methoxy-4-methylphenol (True Value),,,
308142,2-methoxy-4-methylphenol (% Recovery),,,
308143,2-methoxy-4-methylphenol (RPD),,,
308144,guaiacol (True Value),,,
308145,guaiacol (% Recovery),,,
308146,guaiacol (RPD),,,
308147,"3,4-dimethylphenol (True Value)",,,
308148,"3,4-dimethylphenol (% Recovery)",,,
308149,"3,4-dimethylphenol (RPD)",,,
308150,4-benzylphenol (True Value),,,
308151,4-benzylphenol (% Recovery),,,
308152,4-benzylphenol (RPD),,,
308153,"4-chloro-3,5-dimethylphenol (True Value)",,,
308154,"4-chloro-3,5-dimethylphenol (% Recovery)",,,
308155,"4-chloro-3,5-dimethylphenol (RPD)",,,
308156,4-alpha-cumylphenol (True Value),,,
308157,4-alpha-cumylphenol (% Recovery),,,
308158,4-alpha-cumylphenol (RPD),,,
308159,4-ethylphenol (True Value),,,
308160,4-ethylphenol (% Recovery),,,
308161,4-ethylphenol (RPD),,,
308162,4-methoxyphenol (True Value),,,
308163,4-methoxyphenol (% Recovery),,,
308164,4-methoxyphenol (RPD),,,
308165,4-tert-butylphenol (True Value),,,
308166,4-tert-butylphenol (% Recovery),,,
308167,4-tert-butylphenol (RPD),,,
308168,Benzothiazole (True Value),,,
308169,Benzothiazole (% Recovery),,,
308170,Benzothiazole (RPD),,,
308171,Citral B (True Value),,,
308172,Citral B (% Recovery),,,
308173,Citral B (RPD),,,
308174,Farnesol II (True Value),,,
308175,Farnesol II (% Recovery),,,
308176,Farnesol II (RPD),,,
308177,Farnesol III (True Value),,,
308178,Farnesol III (% Recovery),,,
308179,Farnesol III (RPD),,,
308180,Farnesol IV (True Value),,,
308181,Farnesol IV (% Recovery),,,
308182,Farnesol IV (RPD),,,
308183,TCPP-d18,1447569-78-9,C9D18Cl3O4P,345.68
308184,Bis(4-methylpentyl)phthalate,259139-51-0,C20H30O4,334.4
308185,bis(2-ethylhexyl)terephthalate,6422-86-2,C20H38O4,390.6
308186,TDCPP-d15,1447569-77-8,C9D15Cl6O4P,446.00
308187,Diallyl phthalate,131-17-9,C14H14O4,246.26
308188,Diallyl phthalate (mol),131-17-9,C14H14O4,246.26
308189,Diallyl phthalate (ug),131-17-9,C14H14O4,246.26
308194,Diallyl phthalate - BG Corr,131-17-9,C14H14O4,246.26
308195,bis(2-methoxyethyl)phthalate,117-82-8,C14H18O6,282.29
308196,bis(2-methoxyethyl)phthalate (mol),117-82-8,C14H18O6,282.29
308197,bis(2-Methoxyethyl)phthalate (ug),117-82-8,C14H18O6,282.29
308202,bis(2-Methoxyethyl)phthalate - BG Corr,117-82-8,C14H18O6,282.29
308203,Diisopentyl phthalate,605-50-5,C18H26O4,306.4
308204,Diisopentyl phthalate (mol),605-50-5,C18H26O4,306.4
308205,Diisopentyl phthalate (ug),605-50-5,C18H26O4,306.4
308210,Diisopentyl phthalate - BG Corr,605-50-5,C18H26O4,306.4
308211,Bis(2-ethoxyethyl) Phthalate,605-54-9,C16H22O6,310.34
308212,Bis(2-ethoxyethyl) phthalate (mol),605-54-9,C16H22O6,310.34
308213,Bis(2-ethoxyethyl) phthalate (ug),605-54-9,C16H22O6,310.34
308218,Bis(2-ethoxyethyl) phthalate - BG Corr,605-54-9,C16H22O6,310.34
308219,Diisodecyl phthalate,26761-40-0,C28H46O4,446.66
308220,Diisodecyl phthalate (mol),26761-40-0,C28H46O4,446.66
308221,Diisodecyl phthalate (ug),26761-40-0,C28H46O4,446.66
308226,Diisodecyl phthalate - BG Corr,26761-40-0,C28H46O4,446.66
308227,Diheptyl phthalate,3648-21-3,C22H34O4,362.50
308228,Diheptyl phthalate (mol),3648-21-3,C22H34O4,362.5
308229,Diheptyl phthalate (ug),3648-21-3,C22H34O4,362.5
308234,Diheptyl phthalate - BG Corr,3648-21-3,C22H34O4,362.5
308235,Didecyl phthalate,84-77-5,C28H46O4,446.66
308236,Didecyl phthalate (mol),84-77-5,C28H46O4,446.66
308237,Didecyl phthalate (ug),84-77-5,C28H46O4,446.66
308242,Didecyl phthalate - BG Corr,84-77-5,C28H46O4,446.66
308243,Hexyl-2-ethylhexyl phthalate,75673-16-4,C22H34O4,362.5
308244,Hexyl-2-ethylhexyl phthalate (mol),75673-16-4,C22H34O4,362.5
308245,Hexyl-2-ethylhexyl phthalate (ug),75673-16-4,C22H34O4,362.5
308248,Hexyl-2-ethylhexyl phthalate (PSD-Cair),75673-16-4,C22H34O4,362.5
308249,Hexyl-2-ethylhexyl phthalate (PSD-Cwater),75673-16-4,C22H34O4,362.5
308250,Hexyl-2-ethylhexyl phthalate BG Corr,75673-16-4,C22H34O4,362.5
308251,Diundecyl phthalate,3648-20-2,C30H50O4,474.72
308252,Diundecyl phthalate (mol),3648-20-2,C30H50O4,474.72
308253,Diundecyl phthalate (ug),3648-20-2,C30H50O4,474.72
308258,Diundecyl phthalate - BG Corr,3648-20-2,C30H50O4,474.72
308259,Ditridecyl phthalate,119-06-2,C34H58O4,530.8
308260,Ditridecyl phthalate (mol),119-06-2,C34H58O4,530.8
308261,Ditridecyl phthalate (ug),119-06-2,C34H58O4,530.8
308266,Ditridecyl phthalate - BG Corr,119-06-2,C34H58O4,530.8
308267,Diphenyl isophthalate,744-45-6,C20H14O4,318.33
308268,Diphenyl isophthalate (mol),744-45-6,C20H14O4,318.33
308269,Diphenyl isophthalate (ug),744-45-6,C20H14O4,318.33
308274,Diphenyl isophthalate - BG Corr,744-45-6,C20H14O4,318.33
308275,Dibenzyl phthalate,523-31-9,C22H18O4,346.38
308276,Dibenzyl phthalate (mol),523-31-9,C22H18O4,346.38
308277,Dibenzyl phthalate (ug),523-31-9,C22H18O4,346.38
308282,Dibenzyl phthalate - BG Corr,523-31-9,C22H18O4,346.38
308283,Monomethyl phthalate,4376-18-5,C9H8O4,180.16
308284,Monomethyl phthalate (mol),4376-18-5,C9H8O4,180.15
308285,Monomethyl phthalate (ug),4376-18-5,C9H8O4,180.16
308288,Monomethyl phthalate (PSD-Cair),4376-18-5,C9H8O4,180.16
308289,Monomethyl phthalate (PSD-Cwater),4376-18-5,C9H8O4,180.16
308290,Monomethyl phthalate - BG Corr,4376-18-5,C9H8O4,180.16
308291,Monoethyl phthalate,2306-33-4,C10H10O4,194.18
308292,Monoethyl phthalate (mol),2306-33-4,C10H10O4,194.18
308293,Monoethyl phthalate (ug),2306-33-4,C10H10O4,194.18
308296,Monoethyl phthalate (PSD-Cair),2306-33-4,C10H10O4,194.18
308297,Monoethyl phthalate (PSD-Cwater),2306-33-4,C10H10O4,194.18
308298,Monoethyl phthalate BG Corr,2306-33-4,C10H10O4,194.18
308299,Monobutyl phthalate,131-70-4,C12H14O4,222.24
308300,Monobutyl phthalate (mol),131-70-4,C1214O4,222.24
308301,Monobutyl phthalate (ug),131-70-4,C12H14O4,222.24
308304,Monobutyl phthalate (PSD-Cair),131-70-4,C12H14O4,222.24
308305,Monobutyl phthalate (PSD-Cwater),131-70-4,C12H14O4,222.24
308306,Monobutyl phthalate BG Corr,131-70-4,C12H14O4,222.4
308307,Di(2-ethylhexyl)adipate (mol),103-23-1,C22H24O4,370.57
308308,Di(2-ethylhexyl)adipate (ug),103-23-1,C22H24O4,370.57
308313,Di(2-ethylhexyl)adipate - BG Corr,103-23-1,C22H24O4,370.57
308314,Tris(2-ethylhexyl) Trimellitate,3319-31-1,C33H54O6,546.78
308315,Tris(2-ethylhexyl) Trimellitate (mol),3319-31-1,C33H54O6,546.78
308316,Tris(2-ethylhexyl) Trimellitate (ug),3319-31-1,C33H54O6,546.78
308321,Tris(2-ethylhexyl) Trimellitate - BG Corr,3319-31-1,C33H54O6,546.78
308322,Dimethyl phthalate (mol),131-11-3,C10H10O4,194.2
308323,Dimethyl phthalate (ug),131-11-3,C10H10O4,194.2
308328,Dimethyl phthalate - BG Corr,131-11-3,C10H10O4,194.2
308329,Diamyl phthalate (mol),131-18-0,C18H26O4,306.4
308330,Diamyl phthalate (ug),131-18-0,C18H26O4,306.4
308335,Diamyl phthalate - BG Corr,131-18-0,C18H26O4,306.4
308336,Diphenyl phthalate (mol),84-62-8,C20H14O4,318.32
308337,Diphenyl phthalate (ug),84-62-8,C20H14O4,318.327
308342,Diphenyl phthalate - BG Corr,84-62-8,C20H14O4,318.327
308343,Bis(2-butoxyethyl) phthalate (mol),117-83-9,C20H30O6,366.451
308344,Bis(2-butoxyethyl) phthalate (ug),117-83-9,C20H30O6,366.451
308349,Bis(2-butoxyethyl) phthalate - BG Corr,117-83-9,C20H30O6,366.451
308350,Butyl benzyl phthalate (mol),85-68-7,C19H20O4,312.3597
308351,Butyl benzyl phthalate (ug),85-68-7,C19H20O4,312.3597
308356,Butyl benzyl phthalate - BG Corr,85-68-7,C19H20O4,312.3597
308357,Di-n-octyl phthalate (mol),117-84-0,C24H38O4,390.5561
308358,Di-n-octyl phthalate (ug),117-84-0,C24H38O4,390.5561
308363,Di-n-octyl phthalate - BG Corr,117-84-0,C24H38O4,390.5561
308364,Di-n-butyl phthalate (mol),84-74-2,C16H22O4,278.3435
308369,Di-n-butyl phthalate - BG Corr,84-74-2,C16H22O4,278.3435
308370,Di-n-hexyl phthalate (mol),84-75-3,C20H30O4,334.4498
308371,Di-n-hexyl phthalate (ug),84-75-3,C20H30O4,334.4498
308376,Di-n-hexyl phthalate - BG Corr,84-75-3,C20H30O4,334.4498
308377,Di-n-nonyl phthalate (mol),84-76-4,C26H42O4,418.6093
308378,Di-n-nonyl phthalate (ug),84-76-4,C26H42O4,418.6093
308382,Di-n-nonyl phthalate - BG Corr,84-76-4,C26H42O4,418.6093
308383,Di-n-propyl phthalate (mol),131-16-8,C14H18O4,250.2903
308384,Di-n-propyl phthalate (ug),131-16-8,C14H18O4,250.2903
308390,Di-n-propyl phthalate - BG Corr,131-16-8,C14H18O4,250.2903
308391,Diethyl phthalate (mol),84-66-2,C12H14O4,222.2372
308392,Diethyl phthalate (ug),84-66-2,C12H14O4,222.2372
308397,Diethyl phthalate - BG Corr,84-66-2,C12H14O4,222.2372
308398,Bis(4-methylpentyl)phthalate (mol),259139-51-0,C20H30O4,334.4
308399,Bis(4-methylpentyl)phthalate (ug),259139-51-0,C20H30O4,334.4
308404,Bis(4-methylpentyl)phthalate - BG Corr,259139-51-0,C20H30O4,334.4
308405,Bis(2-ethylhexyl)phthalate (mol),117-81-7,C24H38O4,390.5561
308406,Bis(2-ethylhexyl)phthalate (ug),117-81-7,C24H38O4,390.5561
308411,Bis(2-ethylhexyl)phthalate - BG Corr,117-81-7,C24H38O4,390.5561
308412,Diisobutyl phthalate (mol),84-69-5,C16H22O4,278.3458
308413,Diisobutyl phthalate (ug),84-69-5,C16H22O4,278.3458
308417,Diisobutyl phthalate - BG Corr,84-69-5,C16H22O4,278.3458
308418,Dicyclohexyl phthalate (mol),84-61-7,C20H26O4,330.4180
308419,Dicyclohexyl phthalate (ug),84-61-7,C20H26O4,330.4180
308424,Dicyclohexyl phthalate - BG Corr,84-61-7,C20H26O4,330.4180
308425,bis(2-ethylhexyl)terephthalate (mol),6422-86-2,C20H38O4,390.6
308426,bis(2-ethylhexyl)terephthalate (ug),6422-86-2,C20H38O4,390.6
308431,bis(2-ethylhexyl)terephthalate - BG Corr,6422-86-2,C20H38O4,390.6
308432,Mono-2-ethylhexyl phthalate,4376-20-9,C16H22O4,278.34
308433,Mono-2-ethylhexyl phthalate (mol),4376-20-9,C16H22O4,278.34
308434,Mono-2-ethylhexyl phthalate (ug),4376-20-9,C16H22O4,278.34
308437,Mono-2-ethylhexyl phthalate (PSD-Cair),4376-20-9,C16H22O4,278.34
308438,Mono-2-ethylhexyl phthalate (PSD-Cwater),4376-20-9,C16H22O4,278.34
308439,Mono-2-ethylhexyl phthalate BG Corr,4376-20-9,C16H22O4,278.34
308440,Diisopropyl phthalate,605-45-8,C14H18O4,250.29
308441,Diisopropyl phthalate (mol),605-45-8,C14H18O4,250.29
308442,Diisopropyl phthalate (ug),605-45-8,C14H18O4,250.29
308447,Diisopropyl phthalate - BG Corr,605-45-8,C14H18O4,250.29
308448,Bis(2-ethylhexyl) isophthalate,137-89-3,C24H38O4,390.56
308449,Bis(2-ethylhexyl) isophthalate (mol),137-89-3,C24H38O4,390.56
308450,Bis(2-ethylhexyl) isophthalate (ug),137-89-3,C24H38O4,390.56
308455,Bis(2-ethylhexyl) isophthalate - BG Corr,137-89-3,C24H38O4,390.56
308464,9-Fluorenone-d8,137219-34-2,C13D8O,188.25
308465,phenanthrene-d10,1517-22-2,C14D10,188.294
308466,fluoranthene-d10,93951-69-0,C16D10,212.312
308467,chrysene-d12,1719-03-5,C18D12,240.37
308468,"Bis(7-methyloctyl) Cyclohexane-1,2-dicarboxylate",166412-78-8,C26H48O4,424.66
308469,"Bis(7-methyloctyl) Cyclohexane-1,2-dicarboxylate (mol)",166412-78-8,C26H48O4,424.66
308470,"Bis(7-methyloctyl) Cyclohexane-1,2-dicarboxylate (ng)",166412-78-8,C26H48O4,424.66
308472,"Bis(7-methyloctyl) Cyclohexane-1,2-dicarboxylate (PSD-Cair)",166412-78-8,C26H48O4,424.66
308473,"Bis(7-methyloctyl) Cyclohexane-1,2-dicarboxylate (PSD-Cwater)",166412-78-8,C26H48O4,424.66
308474,"Bis(7-methyloctyl) Cyclohexane-1,2-dicarboxylate BG Corr",166412-78-8,C26H48O4,424.66
308476,Benzyl Alcohol d7,71258-23-6,C7HD7O,115.18
308477,Tonalide-d3,1396967-82-0,C18H23D3O,261.41
308478,Linalool-d3,1216673-02-7,C10H15D3O,157.27
308479,Global J Flag?,,,
308582,Were Samples SPE'ed?,,,
308583,Diisodecyl Phthalate-d4 - QC,1346604-79-2,C28H46O4,450.696
308591,Amyl Phthalate-d4,358730-89-9,C18H26O4,310.426
308592,Amyl Phthalate-d4 (mol),358730-89-9,C18H26O4,310.426
308593,Amyl Phthalate-d4 (ug),358730-89-9,C18H26O4,310.426
308596,Amyl Phthalate-d4 (PSD-Cair),358730-89-9,C18H26O4,310.426
308597,Amyl Phthalate-d4 (PSD-Cwater),358730-89-9,C18H26O4,310.426
308598,Amyl Phthalate-d4 - BG Corr,358730-89-9,C18H26O4,310.426
308599,TBP-d27,61196-26-7,C12D27O4P,293.48
308600,TCEP-d12,1276500-47-0,C6D12Cl3O4P,297.55
308601,FBDE 100,887401-80-1,C12H4Br5FO,582.7
308602,FBDE 153,,C12H3Br6FO,661.57
308603,FBDE-47,876310-23-5,C12H5Br4FO,503.785
308604,FBDE-15,,C12H7Br2FO,345.993
308605,Bis(2-propylheptyl) phthalate,53306-54-0,C28H26O4,446.66
308608,Diethyl phthalate-d4 - QC,93952-12-6,C12H10D4O4,226.264
308616,TCEP-d12 (True Value),1276500-47-0,C6D12Cl3O4P,297.55
308617,TCEP-d12 (% Recovery),1276500-47-0,C6D12Cl3O4P,297.55
308618,FBDE-15 (True Value),,C12H7Br2FO,345.993
308619,FBDE-15 (% Recovery),,C12H7Br2FO,345.993
308620,FBDE 153 (True Value),,C12H3Br6FO,661.57
308621,FBDE 153 (% Recovery),,C12H3Br6FO,661.57
308622,FBDE 100 (True Value),887401-80-1,C12H4Br5FO,582.7
308623,FBDE 100 (% Recovery),887401-80-1,C12H4Br5FO,582.7
308624,TBP-d27 (True Value),61196-26-7,C12D27O4P,293.48
308625,TBP-d27 (% Recovery),61196-26-7,C12D27O4P,293.48
308626,Methyl Octanoate-d15,1219798-91-0,C9H3D15O2,158.24
308627,Benzyl Benzoate-d12,352431-26-6,C14D12O2,212.24
308628,Di-n-nonyl phthalate-d4 -QC,1202865-43-7,C26H38D4O4,422.62
308649,Di-n-decyl phthalate-d4 - QC,1276197-18-2,C28H42D4O4,450.69
308650,Dibenzothiophene sulfone,1016-05-3,C12H8O2S,216.26
308651,"1,2-Dihydroxynaphthalene",574-00-5,C10H8O2,160.17
308652,1-Methylchrysene,3351-28-8,C19H14,242.32
308653,1-Methylchrysene (mol),3351-28-8,C19H14,242.32
308654,1-Methylchrysene (ng),3351-28-8,C19H14,242.32
308657,1-Methylchrysene (PSD-Cair),3351-28-8,C19H14,242.32
308658,1-Methylchrysene (PSD-Cwater),3351-28-8,C19H14,242.32
308659,1-Methylchrysene - BG Corr,3351-28-8,C19H14,242.32
308660,4-Methylchrysene,3351-30-2,C19H14,242.32
308661,1-Isopropylnaphthalene,6158-45-8,C13H14,170.25
308662,"1,4,5-Trimethylnaphthalene",2131-41-1,C13H14,170.25
308663,Wash Vol (mL),,,
308664,Spike Vol. (uL),,,
308665,Aliqout taken,,,
308666,"2,3-Dimethylnaphthalene",581-40-8,C12H12,156.23
308667,"2,3-Dimethylnaphthalene (mol)",581-40-8,C12H12,156.23
308668,"1,8-dimethylfluorene",1207-11-0,C15H14,194.27
308669,2-Ethylfluorene,1207-20-1,C15H14,194.27
308670,9-Methylfluorene,2523-37-7,C14H12,180.24
308671,2-Ethylphenanthrene,3674-74-6,C16H14,206.28
308672,2-Isopropylnaphthalene,2027-17-0,C13H14,170.25
308673,9-Ethylphenanthrene,3674-75-7,C16H14,206.28
308674,"6,12-dimethylchrysene",14207-77-3,C20H16,256.3
308675,"5,12-dimethylchrysene",14250-05-6,C20H16,256.3
308676,Di-n-butyl phthalate (ug),84-74-2,C16H22O4,278.3435
308677,Diamyl phthalate-d4 - QC,131-18-0,C18H26O4,306.3966
308678,Di-n-butyl phthalate-d4 -QC,84-74-2,C16H22O4,278.3435
308679,Bis(2-propylheptyl) phthalate - BG Corr,53306-54-0,C28H26O4,446.66
308680,Bis(2-propylheptyl) phthalate (ug),53306-54-0,C28H26O4,446.66
308681,Bis(2-propylheptyl) phthalate (mol),53306-54-0,C28H26O4,446.66
308682,Diundecyl phthalate 1,3648-20-2,C30H50O4,474.72
308683,Diundecyl phthalate 2,3648-20-2,C30H50O4,474.72
308684,Diundecyl phthalate 3,3648-20-2,C30H50O4,474.72
308685,Diundecyl phthalate 4,3648-20-2,C30H50O4,474.72
308686,Diundecyl phthalate 5,3648-20-2,C30H50O4,474.72
308687,Diundecyl phthalate 1 - BG Corr,3648-20-2,C30H50O4,474.72
308688,Diundecyl phthalate 2 - BG Corr,3648-20-2,C30H50O4,474.72
308689,Diundecyl phthalate 3 - BG Corr,3648-20-2,C30H50O4,474.72
308690,Diundecyl phthalate 4 - BG Corr,3648-20-2,C30H50O4,474.72
308691,Diundecyl phthalate 5 - BG Corr,3648-20-2,C30H50O4,474.72
308692,Diethyl phthalate-d4 - QC (True Value),93952-12-6,C12H10D4O4,226.264
308693,Diethyl phthalate-d4 - QC (% Recovery),93952-12-6,C12H10D4O4,226.264
308694,Di-n-butyl phthalate-d4 -QC (True Value),84-74-2,C16H22O4,278.3435
308695,Di-n-butyl phthalate-d4 -QC (% Recovery),84-74-2,C16H22O4,278.3435
308696,Diamyl phthalate-d4 - QC (True Value),131-18-0,C18H26O4,306.3966
308697,Diamyl phthalate-d4 - QC (% Recovery),131-18-0,C18H26O4,306.3966
308698,Di-n-nonyl phthalate-d4 -QC (True Value),1202865-43-7,C26H38D4O4,422.62
308699,Di-n-nonyl phthalate-d4 -QC (% Recovery),1202865-43-7,C26H38D4O4,422.62
308700,Diisodecyl Phthalate-d4 - QC (True Value),1346604-79-2,C28H46O4,450.696
308701,Diisodecyl Phthalate-d4 - QC (% Recovery),1346604-79-2,C28H46O4,450.696
308702,Di-n-decyl phthalate-d4 - QC (True Value),1276197-18-2,C28H42D4O4,450.69
308703,Di-n-decyl phthalate-d4 - QC (% Recovery),1276197-18-2,C28H42D4O4,450.69
308704,Di(2-ethylhexyl)adipate (True Value),,,
308705,Di(2-ethylhexyl)adipate (% Recovery),,,
308706,Di(2-ethylhexyl)adipate (RPD),,,
308707,Diphenyl phthalate (True Value),,,
308708,Diphenyl phthalate (% Recovery),,,
308709,Diphenyl phthalate (RPD),,,
308710,Bis(4-methylpentyl)phthalate (True Value),,,
308711,Bis(4-methylpentyl)phthalate (% Recovery),,,
308712,Bis(4-methylpentyl)phthalate (RPD),,,
308713,bis(2-ethylhexyl)terephthalate (True Value),,,
308714,bis(2-ethylhexyl)terephthalate (% Recovery),,,
308715,bis(2-ethylhexyl)terephthalate (RPD),,,
308716,Diallyl phthalate (True Value),,,
308717,Diallyl phthalate (% Recovery),,,
308718,Diallyl phthalate (RPD),,,
308728,bis(2-methoxyethyl)phthalate (True Value),,,
308729,bis(2-methoxyethyl)phthalate (% Recovery),,,
308730,bis(2-methoxyethyl)phthalate (RPD),,,
308740,Diisopentyl phthalate (True Value),,,
308741,Diisopentyl phthalate (% Recovery),,,
308742,Diisopentyl phthalate (RPD),,,
308752,Bis(2-ethoxyethyl) Phthalate (True Value),,,
308753,Bis(2-ethoxyethyl) Phthalate (% Recovery),,,
308754,Bis(2-ethoxyethyl) Phthalate (RPD),,,
308764,Diheptyl phthalate (True Value),,,
308765,Diheptyl phthalate (% Recovery),,,
308766,Diheptyl phthalate (RPD),,,
308776,Didecyl phthalate (True Value),,,
308777,Didecyl phthalate (% Recovery),,,
308778,Didecyl phthalate (RPD),,,
308788,Diundecyl phthalate (True Value),,,
308789,Diundecyl phthalate (% Recovery),,,
308790,Diundecyl phthalate (RPD),,,
308800,Ditridecyl phthalate (True Value),,,
308801,Ditridecyl phthalate (% Recovery),,,
308802,Ditridecyl phthalate (RPD),,,
308812,Diphenyl isophthalate (True Value),,,
308813,Diphenyl isophthalate (% Recovery),,,
308814,Diphenyl isophthalate (RPD),,,
308824,Dibenzyl phthalate (True Value),,,
308825,Dibenzyl phthalate (% Recovery),,,
308826,Dibenzyl phthalate (RPD),,,
308845,Tris(2-ethylhexyl) Trimellitate (True Value),,,
308846,Tris(2-ethylhexyl) Trimellitate (% Recovery),,,
308847,Tris(2-ethylhexyl) Trimellitate (RPD),,,
308998,Diisopropyl phthalate (True Value),,,
308999,Diisopropyl phthalate (% Recovery),,,
309000,Diisopropyl phthalate (RPD),,,
309010,Bis(2-ethylhexyl) isophthalate (True Value),,,
309011,Bis(2-ethylhexyl) isophthalate (% Recovery),,,
309012,Bis(2-ethylhexyl) isophthalate (RPD),,,
309022,Bis(2-propylheptyl) phthalate (True Value),,,
309023,Bis(2-propylheptyl) phthalate (% Recovery),,,
309024,Bis(2-propylheptyl) phthalate (RPD),,,
309037,Diundecyl phthalate 1 (True Value),,,
309038,Diundecyl phthalate 1 (% Recovery),,,
309039,Diundecyl phthalate 1 (RPD),,,
309040,Diundecyl phthalate 2 (True Value),,,
309041,Diundecyl phthalate 2 (% Recovery),,,
309042,Diundecyl phthalate 2 (RPD),,,
309043,Diundecyl phthalate 3 (True Value),,,
309044,Diundecyl phthalate 3 (% Recovery),,,
309045,Diundecyl phthalate 3 (RPD),,,
309046,Diundecyl phthalate 4 (True Value),,,
309047,Diundecyl phthalate 4 (% Recovery),,,
309048,Diundecyl phthalate 4 (RPD),,,
309049,Diundecyl phthalate 5 (True Value),,,
309050,Diundecyl phthalate 5 (% Recovery),,,
309051,Diundecyl phthalate 5 (RPD),,,
309067,"2,4,5-trimethylnaphthalene",170157-91-9,C13H14,170.254
309068,"1,7-Dimethylnaphthalene",575-37-1,C12H12,156.22
309069,"1,4,6,7-tetramethylnaphthalene",13764-18-6,C14H16,184.282
309070,Di(2-ethylhexyl)tetrabromophthalate (ug),26040-51-7,C24H34Br4O4,706.140
309071,"5,8-dimethylbenzo(c)phenanthrene",54986-63-9,C20H16,256.348
309072,"1,12-dimethylbenzo(c)phenanthrene",4076-43-1,C20H16,256.348
309073,"1,7-dimethylfluorene",442-66-0,C15H14,194.277
309074,1-methylfluorene,1730-37-6,C14H12,180.25
309075,2-methylfluorene,1430-97-3,C14H12,180.24
309076,4-Methylbenzo(c)phenanthrene,4076-40-8,C19H14,242.32
309077,3-Methylbenzo(c)phenanthrene,2381-19-3,C19H14,242.32
309078,2-Methylbenzo(c)phenanthrene,2606-85-1,C19H14,242.32
309079,5-Methylbenzo(c)phenanthrene,652-04-0,C19H14,242.32
309080,"2,6-diisopropylnaphthalene",24157-81-1,C16H20,212.33
309081,"8,9,11-trimethylbenz(a)anthracene",74845-58-2,C21H18,270.4
309082,"6,8-dimethylbenz(a)anthracene",317-64-6,C20H16,256.35
309083,10-methylbenz(a)anthracene,2381-15-9,C19H14,242.32
309084,10-Methylbenzo(a)pyrene,63104-32-5,C21H14,266.35
309085,1-ethylphenanthrene,30997-38-7,C16H14,206.29
309086,1-Methylbenzo(c)phenanthrene,4076-39-5,C19H14,242.32
309087,2-methylbenz(a)anthracene,2498-76-2,C19H14,242.32
309088,3-methylbenz(a)anthracene,2498-75-1,C19H14,242.32
309089,"3,9-Dimethylbenz[a]anthracene",316-51-8,C20H16,256.35
309090,4-methylbenz(a)anthracene,316-49-4,C19H14,242.32
309091,5-Methylbenz[a]anthracene,2319-96-2,C19H14,242.32
309092,6-Methylbenz[a]anthracene,316-14-3,C19H14,242.32
309093,7-Methylbenz[a]anthracene,2541-69-7,C19H14,242.32
309094,9-Methylbenz[a]anthracene,2381-16-0,C19H14,242.32
309095,"7,10-dimethylbenzo(a)pyrene",63104-33-6,C22H16,280.37
309096,7-Methylbenzo(a)pyrene,63041-77-0,C21H14,266.35
309097,8-Methylbenzo(a)pyrene,63041-76-9,C21H14,266.35
309098,9-Methylbenzo(a)pyrene,70644-19-8,C21H14,266.35
309099,2-tertButylanthracene,18801-00-8,C18H18,234.3
309100,"1,2,3,4-Tetramethylanthracene",137284-64-1,C18H18,234.342
309101,"1,2,6,9-Tetramethylphenanthrene",204256-39-3,C18H18,234.342
309102,1-Ethyl-7-methylphenanthrene,4584-82-1,C17H16,220.31
309103,"1,2,3-Trimethylnaphthalene",879-12-9,C13H14,170.255
309104,"1,2,4-Trimethylnaphthalene",2717-42-2,C13H14,170.255
309105,"1,2,5-Trimethylnaphthalene",641-91-8,C13H14,170.255
309106,"1,2,6-Trimethylnaphthalene",3031-05-8,C13H14,170.255
309107,"1,3,7-Trimethylnaphthalene",2131-38-6,C13H14,170.255
309108,"1,4,6-Trimethylnaphthalene",2131-42-2,C13H14,170.255
309109,"2,3,6-Trimethylnaphthalene",829-26-5,C13H14,170.255
309110,2-Butylnaphthalene,1134-62-9,C14H16,184.282
309111,4-Methylfluorene,1556-99-6,C14H12,180.25
309112,"1,2,5,6-Tetramethylnaphthalene",2131-43-3,C14H16,184.282
309113,"1,4-Dimethyl-5-propylnaphthalene",204256-08-6,C15H18,198.309
309114,3-Ethylphenanthrene,1576-68-7,C16H14,206.288
309115,"1,2-Dimethylphenanthrene",20291-72-9,C16H14,206.288
