ParameterID,ParameterName,CasNumber,AlternateName,ChemicalFormula,MolecularWeight
301746,Tiocarbazil II,999051-03-5,Tiocarbazil II {CAS # 36756-79-3},C16H25NOS,
301747,Flurochloridone II,999043-03-7,Flurochloridone II {CAS # 61213-25-0},C12H10Cl2F3NO,
301748,Dodemorph II,999040-03-8,Dodemorph II {CAS # 1593-77-7},C18H35NO,
301749,Methoprene II,999045-03-3,Methoprene II {CAS # 40596-69-8},C19H34O3,
301750,Pyrifenox II,999049-03-5,Pyrifenox II {CAS # 88283-41-4},C14H12Cl2N2O,
301751,Propiconazole-II,999048-03-2,Propiconazole-II {CAS # 60207-90-1},C15H17Cl2N3O2,
301752,Dinocap II,999037-03-5,Dinocap II {CAS # 39300-45-3},C18H24N2O6,
301753,Dinocap III,999038-03-8,Dinocap III {CAS # 39300-45-3},C18H24N2O6,
301754,Tetramethrin II,999050-03-2,Tetramethrin II {CAS # 7696-12-0},C19H25NO4,
301755,Dinocap IV,999039-03-1,Dinocap IV {CAS # 39300-45-3},C18H24N2O6,
301756,d-(cis-trans)-Phenothrin-II,999034-03-6,d-(cis-trans)-Phenothrin-II {CAS # 26002-80-2},C23H26O3,
301757,Bitertanol II,999027-03-1,Bitertanol II {CAS # 55179-31-2},C20H23N3O2,
301758,Permethrin II,999046-03-6,Permethrin II {CAS # 52645-53-1},C21H20Cl2O3,
301763,3-nitrodibenzofuran,5410-97-9,,,
301764,"2-methyl-9,10-anthraquinone",84-54-8,,,
301769,Cyfluthrin II,999028-03-4,Cyfluthrin II {CAS # 68359-37-5},C22H18Cl2FNO3,
301770,Cyfluthrin III,999029-03-7,Cyfluthrin III {CAS # 68359-37-5},C22H18Cl2FNO3,
301771,Cyfluthrin IV,999030-03-4,Cyfluthrin IV {CAS # 68359-37-5},C22H18Cl2FNO3,
301772,Cypermethrin-2,52315-07-8,Cypermethrin II {CAS # 52315-07-8},C22H19Cl2NO3,
301773,Cypermethrin-3,52315-07-8,Cypermethrin III {CAS # 52315-07-8},C22H19Cl2NO3,
301774,Cypermethrin-4,52315-07-8,Cypermethrin IV {CAS # 52315-07-8},C22H19Cl2NO3,
301775,Flucythrinate II,999042-03-4,Flucythrinate II {CAS # 70124-77-5},C26H23F2NO4,
301776,Fenvalerate II,999041-03-1,Fenvalerate II {CAS # 51630-58-1},C25H22ClNO3,
301777,Fluvalinate-tau-II,999044-03-0,Fluvalinate-tau-II {CAS # 102851-06-9},C26H22ClF3N2O3,
301778,Difenoconazol II,999036-03-2,Difenoconazol II {CAS # 119446-68-3},C19H17Cl2N3O3,
301779,Empenthrin IV,999016-03-4,Empenthrin IV {CAS # 54406-48-3},C18H26O2,
301780,Empenthrin V,999017-03-7,Empenthrin V {CAS # 54406-48-3},C18H26O2,
301781,Spiroxamine II,999026-03-8,Spiroxamine II {CAS # 118134-30-8},C18H35NO2,
301782,Fosthiazate II,999018-03-0,Fosthiazate II {CAS # 98886-44-3},C9H18NO3PS2,
301783,"Prallethrin, trans-",999023-03-9,"Prallethrin, trans- {CAS # 23031-36-9}",C19H24O3,
301784,Metominostrobin (Z),999022-03-6,Metominostrobin (Z) {CAS # 133408-50-1},C16H16N2O3,
301785,Iprovalicarb II,999020-03-0,Iprovalicarb II {CAS # 140923-25-7},C18H28N2O3,
301786,Aramite II,999009-03-9,Aramite II {CAS # 140-57-8},C15H23ClO4S,
301787,Imazamethabenz-methyl II,999019-03-3,Imazamethabenz-methyl II {CAS # 81405-85-8},C16H20N2O3,
301788,Pyriminobac-methyl (Z),999024-03-2,Pyriminobac-methyl (Z) (CAS # 136191-64-5},C17H19N3O6,
301789,Diofenolan II,999013-03-5,Diofenolan II {CAS # 63837-33-2},C18H20O4,
301790,Resmethrine II,999025-03-5,Resmethrine II {CAS # 10453-86-8},C23H26O5,
301791,Bromuconazole II,999010-03-6,Bromuconazole II {CAS # 116255-48-2},C13H12BrCl2N3O,
301792,Dimethomorph-(Z),999012-03-2,Dimethomorph-(Z) {CAS # 110488-70-5},C21H22ClNO4,
301793,Metconazole II,999021-03-3,Metconazole II {CAS # 125116-23-6},C17H22ClN3O,
301794,Empenthrin II,999014-03-8,Empenthrin II {CAS # 54406-48-3},C18H26O2,
301795,Empenthrin III,999015-03-1,Empenthrin III {CAS # 54406-48-3},C18H26O2,
301796,Cyphenothrin trans-,999011-03-9,Cyphenothrin trans- {CAS # 39515-40-7},C24H25NO,
301797,Diclocymet II,999059-03-9,Diclocymet II (139920-32-4),C15H18Cl2N2O,
301798,Prohydrojasmon II,999060-03-6,Prohydrojasmon II {CAS # 158474-72-7},C15H26O3,
301799,"Amitraz metabolite [Methanimidamide, N-(2,4-dimethylphenyl)-N'-methyl-]",33089-74-6,,C10H14N2,
301800,"XMC (3,4-Dimethylphenyl N-methylcarbamate)",2425-10-7,,C10H13NO2,
301831,Promecarb artifact [5-isopropyl-3-methylphenol],3228-03-3,,C10H14O,
301832,Flurenol-butyl ester,2314-09-2,,C18H18O3,
301833,"Indoxacarb and Dioxacarb decomposition product [Phenol, 2-(1,3-dioxolan-2-yl)-]",999058-03-6,,C9H10O3,
302066,PBDE 1,7025-06-1,2-Bromodiphenyl ether,12H9BrO,249.10326
302067,PBDE 2,6876-00-2,3-Bromodiphenyl ether,,
302068,PBDE 3,101-55-3,4-Bromodiphenyl ether,,
302069,PBDE 7,171977-44-9,"2,4-Dibromodiphenyl ether",,
302070,PBDE 8,147217-71-8,"2,4'-Dibromodiphenyl ether",,
302071,PBDE 10,51930-04-2,"2,6-Dibromodiphenyl ether",,
302072,PBDE 11,6903-63-5,"3,3'-Dibromodiphenyl ether",,
302073,PBDE 12,189084-59-1,"3,4-Dibromodiphenyl ether",,
302074,PBDE 13,83694-71-7,"3,4'-Dibromodiphenyl ether",,
302075,PBDE 15,2050-47-7,"4,4'-Dibromodiphenyl ether",,
302076,PBDE 25,147217-77-4,"2,3',4-Tribromodiphenyl ether",,
302077,PBDE 30,155999-95-4,"2,4,6-Tribromodiphenyl ether",,
302078,PBDE 32,189084-60-4,"2,4',6-Tribromodiphenyl ether",,
302079,PBDE 33,147217-78-5,"2',3,4-Tribromodiphenyl ether",,
302080,PBDE 35,147217-80-9,"3,3',4-Tribromodiphenyl ether",,
302081,PBDE 37,147217-81-0,"3,4,4'-Tribromodiphenyl ether",,
302082,PBDE 71,189084-62-6,"2,3',4',6-Tetrabromodiphenyl ether",,
302083,PBDE 77,93703-48-1,"3,3',4,4'-Tetrabromodiphenyl ether",,
302084,PBDE 116,189084-65-9,"2,3,4,5,6-Pentabromodiphenyl ether",,
302085,PBDE 118,446254-80-4,"2,3',4,4',5-Pentabromodiphenyl ether",,
302086,PBDE 119,189084-66-0,"2,3',4,4',6-Pentabromodiphenyl ether",,
302088,PBDE 138,182677-30-1,"2,2',3,4,4',5-Hexabromodiphenyl ether",,
302089,PBDE 166,189084-58-0,"2,3,4,4',5,6-Hexabromodiphenyl ether",,
302095,"1,8-dimethylnaphthalene",569-41-5,N18DMe,C12H12,156.22
302096,"1,4-dimethylnaphthalene",571-58-4,N14DMe,C12H12,156.22
302097,"1,5-dimethylnaphthalene",571-61-9,N15DMe,C12H12,156.22
302100,2-ethylnaphthalene,939-27-5,N2Et,C12H12,156.22
302101,"2,6-diethylnaphthalene",59919-41-4,N26DEt,C14H16,184.28
302170,TCPP,26248-87-3,Tris(1-Chloro-2-propyl) phosphate,C9H18Cl3O4P,327.57
302171,"1,2,5,6,9,10-Hexabromocyclododecane",3194-55-6,"1,2,5,6,9,10-Hexabromocyclododecane",C12H18Br6,641.70
302298,5-methylchrysene,3697-24-3,CH5Me,C19H14,242.31
302299,benzo[a]fluorene,238-84-6,BaFE,C17H12,216.28
302300,benzo[b]fluorene,243-17-4,BbFE,C17H12,216.28
302301,benz[j]and[e]aceanthrylene,202-33-5 and 199-54-2,BjAC,C20H12,252.31
302307,"2,6-dimethylphenol",576-26-1,,,
302309,"2,5-dimethylphenol",95-87-4,,,
302310,"2,3,6-trimethylphenol",2416-94-6,,,
302311,"2,4,6-trimethylphenol",527-60-6,,,
302503,"1,2-Bis(2,4,6-tribromophenoxy)ethane",37853-59-1,,C14H8Br6O2,687.64
302555,3-Bromobiphenyl,2113-57-7,,,
302556,4-Bromobiphenyl,92-66-0,,,
302557,"2,2'-Dibromobiphenyl",13029-09-9,,,
302558,"2,4-Dibromobiphenyl",53592-10-2,,,
302559,"2,5-Dibromobiphenyl",57422-77-2,,,
302560,"2,6-Dibromobiphenyl",59080-32-9,,,
302561,"2,2',5-Tribromobiphenyl",59080-34-1,,,
302562,"2,3',5-Tribromobiphenyl",59080-35-2,,,
302563,PBB-29,115245-07-3,"2,4,5-Tribromobiphenyl",,
302564,PBB-30,59080-33-0,"2,4,6-Tribromobiphenyl",,
302565,PBB-31,59080-36-3,"2,4',5-Tribromobiphenyl",,
302567,PBB-53,60044-25-9,"2,2',4,6'-Tetrabromobiphenyl",,
302568,PBB-77,77102-82-0,"3,3',4,4'-Tetrabromobiphenyl",,
302569,PBB-80,16400-50-3,"3,3',5,5'-Tetrabromobiphenyl",,
302570,PBB-114,96551-70-1,"2,3,4,4',5-Pentabromobiphenyl",,
302571,PBB-101,67888-96-4,"2,2'4,5,5'-Pentabromobiphenyl",,
302572,PBB-103,59080-39-6,"2,2',4,5',6-Pentabromobiphenyl",,
302573,PBB-137,81381-52-4,"2,2',3,4,4',5-Hexabromobiphenyl",,
302574,PBB-141,120991-47-1,"2,2',3,4,5,5'-Hexabromobiphenyl",,
302575,PBB-153,59080-40-9,"2,2',4,4',5,5'-Hexabromobiphenyl",,
302576,PBB-49,60044-24-8,"2,2',4,5'-Tetrabromobiphenyl",,
302577,PBB-155,59261-08-4,"2,2',4,4',6,6'-Hexabromobiphenyl",,
302578,PBB-156,77607-09-1,"2,3,3',4,4',5",,
302579,PBB-159,120991-48-2,"2,3,3',4,5,5'-Hexabromobiphenyl",,
302580,PBB-169,60044-26-0,"3,3',4,4',5,5'-Hexabromobiphenyl",,
302581,PBB-180,67733-52-2,"2,2',3,4,4',5,5'-Heptabromobiphenyl",,
302582,PBB-189,88700-06-5,"2,3,3',4,4',5,5'-Heptabromobiphenyl",,
302584,PBB-200,119264-60-7,"2,2',3,3',4,5',6,6'-Octabromobiphenyl",,
302586,3-Bromophenol,591-20-8,,,
302587,4-Bromophenol,106-41-2,,,
302588,"2,3-Dibromophenol",57383-80-9,,,
302589,"2,4-Dibromophenol",615-58-7,,,
302590,"2,5-Dibromophenol",28165-52-8,,,
302591,"2,6-Dibromophenol",608-33-3,,,
302592,"3,5-Dibromophenol",626-41-5,,,
302593,"2,3,4-Tribromophenol",138507-65-0,,,
302600,2-Bromoanisole,578-57-4,,,
302601,3-Bromoanisole,2398-37-0,,,
302602,4-Bromoanisole,104-92-7,,,
302603,"2,3-Dibromoanisole",95970-22-2,,,
302604,"2,4-Dibromoanisole",21702-84-1,,,
302605,"2,5-Dibromoanisole",95970-08-4,,,
302606,"2,6-Dibromoanisole",38603-09-7,,,
302607,"3,5-Dibromoanisole",74137-36-3,,,
302608,"2,4,5-Tribromoanisole",N/A,,,
302610,Pentabromoethylbenzene,85-22-3,,,
302612,"2,4,6-Tribromophenyl allyl ether",3278-89-5,,,
302613,Pentabromotoluene,87-83-2,,,
302615,3-Bromostyrene,2039-86-3,,,
302616,Tribromoneopentyl alcohol,1522-92-5,,,
302617,4-Bromostyrene,2039-82-9,,,
302623,Tetrabromo-o-chlorotoluene,39569-21-6,,,
302626,"1,2-Dibromo-4-(1,2-dibromoethyl)cyclohexane",3322-93-8,,,
302627,"(2,3-Dibromopropyl) (2,4,6-tribromophenyl) ether",35109-60-5,,,
302635,2'-Hydroxy-4-monobromodiphenyl ether,N/A,,,
302636,"2'-Hydroxy-2,4,4'-tribromodiphenyl ether",N/A,,,
302637,"2'-Methoxy-2,4,4'-tribromodiphenyl ether",N/A,,,
302638,"3-Methoxy-2,2',4,4',6-pentabromodiphenyl ether",N/A,,,
302639,4-Chlorophenol,106-48-9,,,
302640,4-Chloroguaiacol,16766-30-6,,,
302641,"3,4-Dichloroguaiacol",77102-94-4,,,
302642,"4,5-Dichloroguaiacol",2460-49-3,,,
302643,"4,6-Dichloroguaiacol",16766-31-7,,,
302645,"3,4,6-Trichloroguaiacol",60712-44-9,,,
302647,Tetrachloroguaiacol,2539-17-5,,,
302648,5-Chlorovanillin,19463-48-0,,,
302649,6-Chlorovanillin,18268-76-3,,,
302650,"5,6-Dichlorovanillin",18268-69-4,,,
302651,2-Chlorosyringaldehyde,76341-69-0,,,
302652,"2,6-Dichlorosyringaldehyde",76330-06-8,,,
302653,Trichlorosyringol,2539-26-6,,,
302654,4-Chlorocatechol,2138-22-9,,,
302655,"3,4-Dichlorocatechol",3978-67-4,,,
302661,Zinc diethyldithiocarbamate,14324-55-1,Accelerator EZ & EZ-SP,,
302662,Nickel dibutyldithiocarbamate,13927-77-0,Naugard(r) NBC,,
302663,"2,2'-Dibromodiphenyl ether",51452-87-0,,,
302664,"2,3'-Dibromodiphenyl ether",147217-72-9,,,
302665,"2,5-Dibromodiphenyl ether",337513-66-3,,,
302666,"2,2',6-Tribromodiphenyl ether",147217-73-0,,,
302667,"2,3,4-Tribromodiphenyl ether",337513-67-4,,,
302668,"2,3',5-Tribromodiphenyl ether",337513-75-4,,,
302669,"2,3',6-Tribromodiphenyl ether",337513-53-8,,,
302670,"2,4',5-Tribromodiphenyl ether",65075-08-3,,,
302671,"2,2',4,6-Tetrabromodiphenyl ether",446254-23-5,,,
302672,"2,2',4,6'-Tetrabromodiphenyl ether",189084-57-9,,,
302673,"2,3,4,6-Tetrabromodiphenyl ether",446254-33-7,,,
302674,"2,3',4,6-Tetrabromodiphenyl ether",327185-09-1,,,
302675,"2,2',3,4,6-Pentabromodiphenyl ether",446254-55-3,,,
302676,"2,2',3,4,6'-Pentabromodiphenyl ether",N/A,,,
302677,"2,2',4,5',6-Pentabromodiphenyl ether",446254-67-7,,,
302678,"2,3,3',4,5'-Pentabromodiphenyl ether",446254-71-3,,,
302679,"2,3,4,4',6-Pentabromodiphenyl ether",446254-78-0,,,
302680,"3,3',4,5,5'-Pentabromodiphenyl ether",N/A,,,
302681,"2,2',3,3',4,4'-Hexabromodiphenyl ether",N/A,,,
302682,"2,2',3,4,5,6-Hexabromodiphenyl ether",N/A,,,
302683,"2,2',3,4,5',6-Hexabromodiphenyl ether",N/A,,,
302684,"2,3,3',4,5,6-Hexabromodiphenyl ether",N/A,,,
302685,"2,2',3,4,5,5',6-Heptabromodiphenyl ether",N/A,,,
302686,"2,2',3,3',4,5',6,6'-Octabromodiphenyl ether",N/A,,,
302706,1-Chlorodibenzo-p-dioxin,39227-53-7,,,
302707,2-Chlorodibenzo-p-dioxin,39227-54-8,,,
302708,"1,2-Dichlorodibenzo-p-dioxin",54536-18-4,,,
302709,"2,3-Dichlorodibenzo-p-dioxin",29446-15-9,,,
302710,"2,8-Dichlorodibenzo-p-dioxin",38964-22-6,,,
302711,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin",35822-46-9,,,
302712,"1,2,3,4,6,7,9-Heptachlorodibenzo-p-dioxin",58200-70-7,,,
302713,"1,2,3,4,6,7-Hexachlorodibenzo-p-dioxin",58200-66-1,,,
302714,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin",39227-28-6,,,
302715,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin",19408-74-3,,,
302716,"1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin",3268-87-9,,,
302717,"1,2,3,4,7-Pentachlorodibenzo-p-dioxin",39227-61-7,,,
302718,"1,2,3,7,8-Pentachlorodibenzo-p-dioxin",40321-76-4,,,
302719,"1,2,3-Trichlorodibenzo-p-dioxin",54536-17-3,,,
302720,"1,2,4-Trichlorodibenzo-p-dioxin",39227-58-2,,,
302721,"1,7,8-Trichlorodibenzo-p-dioxin",82306-65-8,,,
302722,"2,3,7-Trichlorodibenzo-p-dioxin",33857-28-2,,,
302723,"1,2,3,4-Tetrachlorodibenzo-p-dioxin",30746-58-8,,,
302724,"1,2,7,8-Tetrachlorodibenzo-p-dioxin",34816-53-0,,,
302725,"1,3,7,8-Tetrachlorodibenzo-p-dioxin",50585-46-1,,,
302726,"1,3,6,8-Tetrachlorodibenzo-p-dioxin",33423-92-6,,,
302727,"1,2,8,9-Tetrachlorodibenzo-p-dioxin",116889-69-1,,,
302728,"1,3,7,9-Tetrachlorodibenzo-p-dioxin",116889-70-4,,,
302729,"1,2,6,8-Tetrachlorodibenzo-p-dioxin",67323-56-2,,,
302730,2-chlorodibenzofuran,51230-49-0,,,
302731,4-Chlorodibenzofuran,74992-96-4,,,
302732,"2,8-Dichlorodibenzofuran",5409-83-6,,,
302733,"1,2,3,4,6,7,8-Heptachlorodibenzofuran",38998-75-3,,,
302734,"1,2,3,4,7,8-Hexachlorodibenzofuran",55684-94-1,,,
302735,"1,2,3,7,8-Pentachlorodibenzofuran",57117-41-6,,,
302736,"1,2,3,4-Tetrachlorodibenzofuran",24478-72-6,,,
302737,"1,3,6,8-Tetrachlorodibenzofuran",30402-14-3,,,
302738,"2,4,8-Trichlorodibenzofuran",54589-71-8,,,
302739,2-Chlorophenyl-4-nitrophenyl ether,2303-23-3,,,
302740,"2,5-Dichlorophenyl-4-nitrophenyl ether",391-48-7,,,
302741,"1,3-Dichlorodibenzo-p-dioxin",50585-39-2,,,
302742,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin",57653-85-7,,,
302751,Dibenzo-p-dioxin,262-12-4,,,
302752,"1,4-Dichlorodibenzo-p-dioxin",54536-19-5,,,
302753,"1,6-Dichlorodibenzo-p-dioxin",38178-38-0,,,
302754,"2,7-Dichlorodibenzo-p-dioxin",33857-26-0,,,
302755,"1,4-Dioxino(2,3,b,5,6,b')dipyridine",262-16-8,,,
302756,"1,2,4,6,7,9/1,2,4,6,8,9-Hexachlorodibenzo-p-dioxin",N/A,,,
302757,"1,2,3,8,9-Pentachlorodibenzo-p-dioxin",71925-18-3,,,
302758,"1,2,4,7,8-Pentachlorodibenzo-p-dioxin",58802-08-7,,,
302759,"1,2,4,6,8/1,2,4,7,9-Pentachlorodibenzo-p-dioxin",71998-76-0,,,
302760,"2,3,7,8-Tetrabromodibenzo-p-dioxin",50585-41-6,,,
302761,"1,2,6,7-Tetrachlorodibenzo-p-dioxin",41903-57-5,,,
302762,"1,2,3,4,6,7,8,9-Octachlorodibenzofuran",39001-02-0,,,
302763,3-Chlorophenyl-4-nitrophenyl ether,2303-23-3,,,
302764,4-Chlorophenyl-4-nitrophenyl ether,1836-74-4,,,
302765,"2,3-Dichlorophenyl-4-nitrophenyl ether",82239-20-1,,,
302766,"2,4-Dibromophenyl-4-nitrophenyl ether",2671-93-4,,,
302767,"2,6-Dichlorophenyl-4-nitrophenyl ether",2093-28-9,,,
302768,"3,4-Dichlorophenyl-4-nitrophenyl ether",22532-80-5,,,
302769,"3,5-Dichlorophenyl-4-nitrophenyl ether",21105-77-1,,,
302770,4-Nitrophenyl phenyl ether,620-88-2,,,
302771,"2,3,4-Trichlorophenyl-4-nitrophenyl ether",142022-61-5,,,
302772,"2,3,5-Trichlorophenyl-4-nitrophenyl ether",142022-59-1,,,
302773,"2,3,6-Trichlorophenyl-4-nitrophenyl ether",142022-58-0,,,
302774,"2,4,5-Trichlorophenyl-4-nitrophenyl ether",22532-68-9,,,
302776,"3,4,5-Trichlorophenyl-4-nitrophenyl ether",N/A,,,
302849,Tetrabromophthalate diol,20566-35-2,,C15H16Br4O7,624
302850,Galaxolide,1222-05-5,,C18H26O,258
302981,Ethylene brassylate,105-95-3,,207.4,
302989,Linalool,78-70-6,"3,7-dimethylocta-1,6-dien-3-ol",C10H18O,154.25
302990,b-citronellol,106-22-9,"3,7-dimethyloct-6-en-1-ol",C10H20O,156.27
302991,Methyleugenol,93-15-2,"4-Allyl-1,2-dimethoxybenzene",C11H14O2,178.228
302992,Coumarin,91-64-5,2H-Chromen-2-one,C9H6O2,146.143
302993,Farnesol I,4602-84-0,,C15H26O,222.366
302994,Citral A,5392-40-5,"(2E)-3,7-Dimethyl-2,6-octadiena",C10H16O,152.233
302996,Anisyl alcohol,105-13-5,4-Methoxyphenol,C7H8O2,124.137
302997,isoeugenol,97-54-1,,,
302998,Benzyl cinnamate,103-41-3,Benzyl (2E)-3-phenylacrylate,C16H14O2,238.281
302999,amyl cinnamal,122-40-7,,C14H18O,202.292
303000,b-Ionone,79-77-6,,,
303001,a-Ionone,127-41-3,,,
303002,Geraniol,106-24-1,,,
303003,amylcinnamyl alcohol,101-85-9,,,
303004,benzyl salicylate,118-58-1,,,
303005,hydroxy-citronellal,107-75-5,,,
303006,cinnamal,104-55-2,,,
303007,cinnamyl alcohol,104-54-1,,,
303009,2-(4-TERT-BUTYLBENZYL)PROPIONALDEHYDE,80-54-6,,C14H20O,204.31
303010,4-(4-HYDROXY-4-METHYLPENTYL)-3-CYCLOHEXENE-1-CARBOXALDEHYDE,31906-04-4,,C13H22O2,210.31
303011,METHYL 2-OCTYNOATE,111-12-6,,CH3(CH2)4C CCO2CH3,154.21
303217,n-phenyl-2-naphthylamine,135-88-6,,,
303218,n-phenyl-1-naphthylamine,90-30-2,,,
303219,drometrizole,2440-22-4,,,
303220,butylated hydroxytoluene,128-37-0,,,
303222,"2,4-dinitroaniline",97-02-9,,,
303223,2-chloroaniline,95-51-2,,,
303224,"4,4'-Methylenedianiline",101-77-9,,,
303225,2-chloro-4-nitroaniline,121-87-9,,,
303226,4-chloro-2-nitroaniline,89-63-4,,,
303227,"2-chloro-4,6-dinitroaniline",3531-19-9,,,
303228,"2,6-dibromo-4-nitroaniline",827-94-1,,,
303229,"2-bromo-4,6-dinitroaniline",1817-73-8,,,
303231,bisphenol Z,843-55-0,,,
303232,bisphenol E,2081-08-5,,,
303233,bisphenol B,77-40-7,,,
303234,bisphenol AF,1478-61-1,,,
303235,4-hydroxybiphenyl,92-69-3,,,
303239,"2,4,6-tri-tert-butylphenol",732-26-3,,,
303240,2-bromophenol,95-56-7,,,
303241,4-hydroxy-3-chlorobiphenyl,92-04-6,,,
303242,"3,4,5-trichlorophenol",609-19-8,,,
303245,3-chlorophenol,108-43-0,,,
303246,3-nitrophenol,554-84-7,,,
303247,3-hydroxybiphenyl,580-51-8,,,
303248,4-chloro-2-methylphenol,1570-64-5,,,
303249,4-ethoxyphenol,622-62-8,,,
303250,4-n-octylphenol,1806-26-4,,,
303252,indole,120-72-9,,,
303253,benzotriazole,95-14-7,,,
303254,"2,4-dichloroaniline",554-00-7,,,
303255,"2,5-dichloroaniline",95-82-9,,,
303256,"2,3-dimethylaniline",87-59-2,,,
303258,"2,5-dimethylaniline",95-78-3,,,
303259,"2,6-diethylaniline",579-66-8,,,
303260,"2,6-diisopropylaniline",24544-04-5,,,
303261,2-ethylaniline,578-54-1,,,
303262,2-isopropylaniline,643-28-7,,,
303263,"2,3,5-trimethylphenol",697-82-5,,,
303265,"2,5-dichlorophenol",583-78-8,,,
303266,"2,6-ditertbutyl-4-methoxyphenol",489-01-0,,,
303267,"2,6-dimethoxyphenol",91-10-1,,,
303268,2-(1-methylbutyl)phenol,87-26-3,,,
303270,propenyl guaethol,94-86-0,,,
303272,2-ethylphenol,90-00-6,,,
303273,2-propylphenol,644-35-9,,,
303274,3-(dimethylamino)phenol,99-07-0,,,
303275,"3,5-dimethylphenol",108-68-9,,,
303276,3-ethylphenol,620-17-7,,,
303277,3-methoxyphenol,150-19-6,,,
303278,3-tert-butylphenol,585-34-2,,,
303279,"4-amino-2,6-dichlorophenol",5930-28-9,,,
303280,4-butylphenol,1638-22-8,,,
303281,4-isopropylphenol,99-89-8,,,
303282,"2,4,6-trichloroaniline",634-93-5,,,
303283,"3,4-dimethylaniline",95-64-7,,,
303284,"3,5-dimethylaniline",108-69-0,,,
303285,m-toluidine,108-44-1,,,
303286,p-toluidine,106-49-0,,,
303287,"2,4-dichloro-3,5-dimethylphenol",133-53-9,,,
303288,"2,3-xylenol",526-75-0,,,
303289,"2,4,6-triiodophenol",609-23-4,,,
303291,"2,4-bis(alpha,alpha-dimethylbenzyl)phenol",2772-45-4,,,
303292,"2,4-di-tert-amylphenol",120-95-6,,,
303293,"2,4-di-tert-butylphenol",96-76-4,,,
303294,"2,6-di-tert-butyl-4-dimethylaminomethylphenol",88-27-7,,,
303295,"2,6-Di-tert-butyl-4-ethylphenol",4130-42-1,,,
303296,"2,6-Di-tert-butylphenol",128-39-2,,,
303298,2-sec-butylphenol,89-72-5,,,
303299,2-Amino-4-chlorophenol,95-85-2,,,
303300,2-amino-p-cresol,95-84-1,,,
303302,2-aminophenol,95-55-6,,,
303303,6-chloro-m-cresol,615-74-7,,,
303304,2-ethoxyphenol,94-71-3,,,
303305,2-isopropylphenol,88-69-7,,,
303306,2-methoxy-4-methylphenol,93-51-6,,,
303307,guaiacol,90-05-1,,,
303308,"3,4-dimethylphenol",95-65-8,,,
303309,"n,n-diethyl-3-aminophenol",91-68-9,,,
303311,4-aminophenol,123-30-8,,,
303312,4-benzylphenol,101-53-1,,,
303313,"4-chloro-3,5-dimethylphenol",88-04-0,,,
303314,4-alpha-cumylphenol,599-64-4,,,
303315,4-ethylphenol,123-07-9,,,
303316,4-methoxyphenol,150-76-5,,,
303317,2-nitro-p-cresol,119-33-5,,,
303319,4-tert-butylphenol,98-54-4,,,
303321,4-(2-benzothiazolyldithio)morpholine,95-32-9,,,
303322,N-Cyclohexyl-2-benzothiazolylsulfenamide,95-33-0,,,
303323,2-(morpholinothio)benzothiazole,102-77-2,,,
303324,Benzothiazole,95-16-9,,C7H5NS,135.19
303325,2-Mercaptobenzothiazole,149-30-4,,C7H5NS2,167.25
303326,2-(4-chlorophenyl)benzothiazole,6265-91-4,,C13H8ClNS,245.732
303327,2-benzothiazolyl sulfide,4074-77-5,,C14H8N2S3,300.425
303339,Citral B,5392-40-5,"(2Z)-3,7-Dimethyl-2,6-octadiena",C10H16O,152.233
303340,Farnesol II,4602-84-0,,C15H26O,222.366
303341,Farnesol III,4602-84-0,,C15H26O,222.366
303342,Farnesol IV,4602-84-0,,C15H26O,222.366
