ParameterID,ParameterName,CASNumber,AlternateName,MolecularFormula,MolecularWeight
301684,"Tolyltriazole [1H-Benzotriazole, 4-methyl-]",29878-31-7,,C7H7N3,
301685,Ipconazole,125225-28-7,,C18H24ClN3O,
301686,Triticonazole,131983-72-7,,C17H20ClN3O,
301687,"Norflurazon, Desmethyl-",23576-24-1,,C11H7ClF3N3O,
301688,Empenthrin I,54406-48-3,,C18H26O2,274.4014
301689,Diphacinone,82-66-6,,C23H16O3,340.376
301690,Pyrazoxyfen,71561-11-0,,C20H16Cl2N2O3,
301691,Fenobucarb,3766-81-2,,C12H17NO2,207.271
301692,Cymoxanil,57966-95-7,,C7H10N4O3,198.181
301693,Monolinuron,1746-81-2,,C9H11ClN2O2,
301694,Aziprotryne,4658-28-0,,C7H11N7S,225.2789
301695,Chlorfenethol,80-06-8,,C14H12Cl2O,267.1538
301696,Oxyfluorfen,42874-03-3,,C15H11ClF3NO4,
301697,Azamethiphos,35575-96-3,,C9H10ClN2O5PS,324.68
301698,acetamiprid,135410-20-7,,C10H11ClN4,222.6779
301699,Cyphenothrin cis-,39515-40-7,,C24H25NO3,
301700,Sudan Red,1229-55-6,,C17H14N2O2,
301701,Fluthiacet-methyl,117337-19-6,,C15H15ClFN3O3S2,403.884
301702,Diclocymet I,139920-32-4,,C15H18Cl2N2O,313.2262
301703,Fluacrypyrim,229977-93-9,,C20H21F3N2O5,426.3889
301704,Flumioxazin,103361-09-7,,C19H15FN2O4,354.3355
301705,Furilazole,121776-33-8,,C11H13Cl2NO3,278.1337
301706,Cyhalothrin (Gamma),76703-62-3,,C23H19ClF3NO3,449.8541
301707,Imibenconazole,86598-92-7,,C17H13Cl3N4S,
301708,Imibenconazole-desbenzyl,199338-48-2,,C10H8Cl2N4O,
301709,Prohydrojasmon I,158474-72-7,,C15H26O3,
301710,Jasmolin I,4466-14-2,,C21H30O3,
301711,Cinerin I,25402-06-6,,C20H28O3,316.4382
301712,Cinerin II,121-20-0,,C21H28O5,360.4472
301713,Jasmolin II,1172-63-0,,C22H30O5,
301714,Pyrethrin II,121-29-9,,C22H28O5,
301715,Heptachlor epoxide isomer A,28044-83-9,,C10H5Cl7O,
301716,Dimethylvinphos(E),71363-52-5,,C10H10Cl3O4P,331.518
301717,"1,6-Benzo(a)pyrene-quinone",3067-13-8,"Benzo(a)pyrene-1,6-dione",C20H10O2,282.3
301721,"Benzo(a)pyrene-7,8-dione",65199-11-3,"7,8-Benzo[a]pyrene quinone / Aceanthracenequinone",C20H1002,282.28
301724,1-Nitronaphthalene,86-57-7,,C10H7NO2,173.1703
301725,2-Nitronaphthalene,581-89-5,,C10H7NO2,173.17
301726,3-Nitrobiphenyl,2113-58-8,,C12H9NO2,199.208
301727,2-Nitrofluorene,607-57-8,,C13H9NO2,211.219
301728,9-Nitroanthracene,602-60-8,,C14H9NO2,223.23
301729,9-Nitrophenanthrene,954-46-1,,C14H9NO2,223.23
301730,3-Nitrophenanthrene,17024-19-0,,C14H9NO2,223.23
301731,2-Nitroanthracene,3586-69-4,,C14H9NO2,223.23
301732,3-Nitrofluoranthene,892-21-7,,C16H9NO2,247.252
301733,1-Nitropyrene,5522-43-0,,C16H9NO2,247.252
301734,2-Nitropyrene,789-07-1,,C16H9NO2,247.252
301735,7-Nitrobenz(a)anthracene,20268-51-3,,C18H11NO2,273.29
301736,3-Nitrobenzanthrone,17117-34-9,,C17H9NO3,275.2621
301737,"1,3-Dinitropyrene",75321-20-9,,C16H8N2O4,292.249
301739,6-Nitrobenzo(a)pyrene,63041-90-7,,C20H11NO2,297.312
301743,2-Nitrobiphenyl,86-00-0,,C12H9NO2,199.208
301746,Tiocarbazil II,999051-03-5,Tiocarbazil II {CAS # 36756-79-3},C16H25NOS,
301747,Flurochloridone II,999043-03-7,Flurochloridone II {CAS # 61213-25-0},C12H10Cl2F3NO,
301748,Dodemorph II,999040-03-8,Dodemorph II {CAS # 1593-77-7},C18H35NO,281.48
301749,Methoprene II,999045-03-3,Methoprene II {CAS # 40596-69-8},C19H34O3,
301750,Pyrifenox II,999049-03-5,Pyrifenox II {CAS # 88283-41-4},C14H12Cl2N2O,
301751,Propiconazole-II,999048-03-2,Propiconazole-II {CAS # 60207-90-1},C15H17Cl2N3O2,
301752,Dinocap II,999037-03-5,Dinocap II {CAS # 39300-45-3},C18H24N2O6,366.411
301753,Dinocap III,999038-03-8,Dinocap III {CAS # 39300-45-3},C18H24N2O6,366.411
301754,Tetramethrin II,999050-03-2,Tetramethrin II {CAS # 7696-12-0},C19H25NO4,
301755,Dinocap IV,999039-03-1,Dinocap IV {CAS # 39300-45-3},C18H24N2O6,366.411
301756,d-(cis-trans)-Phenothrin-II,999034-03-6,d-(cis-trans)-Phenothrin-II {CAS # 26002-80-2},C23H26O3,
301757,Bitertanol II,999027-03-1,Bitertanol II {CAS # 55179-31-2},C20H23N3O2,
301758,Permethrin II,999046-03-6,Permethrin II {CAS # 52645-53-1},C21H20Cl2O3,
301763,3-nitrodibenzofuran,5410-97-9,,C12H7NO3,213.191
301764,"2-methyl-9,10-anthraquinone",84-54-8,,C15H10O2,222.242
301769,Cyfluthrin II,999028-03-4,Cyfluthrin II {CAS # 68359-37-5},C22H18Cl2FNO3,
301770,Cyfluthrin III,999029-03-7,Cyfluthrin III {CAS # 68359-37-5},C22H18Cl2FNO3,
301771,Cyfluthrin IV,999030-03-4,Cyfluthrin IV {CAS # 68359-37-5},C22H18Cl2FNO3,
301772,Cypermethrin-2,52315-07-8,Cypermethrin II {CAS # 52315-07-8},C22H19Cl2NO3,
301773,Cypermethrin-3,52315-07-8,Cypermethrin III {CAS # 52315-07-8},C22H19Cl2NO3,
301774,Cypermethrin-4,52315-07-8,Cypermethrin IV {CAS # 52315-07-8},C22H19Cl2NO3,
301775,Flucythrinate II,999042-03-4,Flucythrinate II {CAS # 70124-77-5},C26H23F2NO4,451.4667
301776,Fenvalerate II,999041-03-1,Fenvalerate II {CAS # 51630-58-1},C25H22ClNO3,419.9
301777,Fluvalinate-tau-II,999044-03-0,Fluvalinate-tau-II {CAS # 102851-06-9},C26H22ClF3N2O3,
301778,Difenoconazol II,999036-03-2,Difenoconazol II {CAS # 119446-68-3},C19H17Cl2N3O3,406.267
301779,Empenthrin IV,999016-03-4,Empenthrin IV {CAS # 54406-48-3},C18H26O2,274.4014
301780,Empenthrin V,999017-03-7,Empenthrin V {CAS # 54406-48-3},C18H26O2,274.4014
301781,Spiroxamine II,999026-03-8,Spiroxamine II {CAS # 118134-30-8},C18H35NO2,
301782,Fosthiazate II,999018-03-0,Fosthiazate II {CAS # 98886-44-3},C9H18NO3PS2,283.3512
301783,"Prallethrin, trans-",999023-03-9,"Prallethrin, trans- {CAS # 23031-36-9}",C19H24O3,
301784,Metominostrobin (Z),999022-03-6,Metominostrobin (Z) {CAS # 133408-50-1},C16H16N2O3,
301785,Iprovalicarb II,999020-03-0,Iprovalicarb II {CAS # 140923-25-7},C18H28N2O3,
301786,Aramite II,999009-03-9,Aramite II {CAS # 140-57-8},C15H23ClO4S,
301787,Imazamethabenz-methyl II,999019-03-3,Imazamethabenz-methyl II {CAS # 81405-85-8},C16H20N2O3,
301788,Pyriminobac-methyl (Z),999024-03-2,Pyriminobac-methyl (Z) (CAS # 136191-64-5},C17H19N3O6,
301789,Diofenolan II,999013-03-5,Diofenolan II {CAS # 63837-33-2},C18H20O4,300.352
301790,Resmethrine II,999025-03-5,Resmethrine II {CAS # 10453-86-8},C23H26O5,
301791,Bromuconazole II,999010-03-6,Bromuconazole II {CAS # 116255-48-2},C13H12BrCl2N3O,
301792,Dimethomorph-(Z),999012-03-2,Dimethomorph-(Z) {CAS # 110488-70-5},C21H22ClNO4,387.861
301793,Metconazole II,999021-03-3,Metconazole II {CAS # 125116-23-6},C17H22ClN3O,
301794,Empenthrin II,999014-03-8,Empenthrin II {CAS # 54406-48-3},C18H26O2,274.4014
301795,Empenthrin III,999015-03-1,Empenthrin III {CAS # 54406-48-3},C18H26O2,274.4014
301796,Cyphenothrin trans-,999011-03-9,Cyphenothrin trans- {CAS # 39515-40-7},C24H25NO,
301797,Diclocymet II,999059-03-9,Diclocymet II (139920-32-4),C15H18Cl2N2O,313.2262
301798,Prohydrojasmon II,999060-03-6,Prohydrojasmon II {CAS # 158474-72-7},C15H26O3,
301799,"Amitraz metabolite [Methanimidamide, N-(2,4-dimethylphenyl)-N'-methyl-]",33089-74-6,,C10H14N2,162.2346
301800,"XMC (3,4-Dimethylphenyl N-methylcarbamate)",2425-10-7,,C10H13NO2,
301831,Promecarb artifact [5-isopropyl-3-methylphenol],3228-3-3,,C10H14O,
301832,Flurenol-butyl ester,2314-2-9,,C18H18O3,282.337
301833,"Indoxacarb and Dioxacarb decomposition product [Phenol, 2-(1,3-dioxolan-2-yl)-]",999058-03-6,,C9H10O3,
302066,PBDE 1,7025-1-6,2-Bromodiphenyl ether,C12H9BrO,249.10326
302067,PBDE 2,6876-00-2,3-Bromodiphenyl ether,C12H9BrO,249.103
302068,PBDE 3,101-55-3,4-Bromodiphenyl ether,C12H9BrO,249.103
302069,PBDE 7,171977-44-9,"2,4-Dibromodiphenyl ether",C12H8Br2O,327.999
302070,PBDE 8,147217-71-8,"2,4'-Dibromodiphenyl ether",C12H8Br2O,327.999
302071,PBDE 10,51930-04-2,"2,6-Dibromodiphenyl ether",C12H8Br2O,327.999
302072,PBDE 11,6903-63-5,"3,3'-Dibromodiphenyl ether",C12H8Br2O,328
302073,PBDE 12,189084-59-1,"3,4-Dibromodiphenyl ether",C12H8Br2O,327.999
302074,PBDE 13,83694-71-7,"3,4'-Dibromodiphenyl ether",C12H8Br2O,327.999
302075,PBDE 15,2050-47-7,"4,4'-Dibromodiphenyl ether",C12H8Br2O,327.999
302076,PBDE 25,147217-77-4,"2,3',4-Tribromodiphenyl ether",C12H7Br3O,406.895
302077,PBDE 30,155999-95-4,"2,4,6-Tribromodiphenyl ether",C12H7Br3O,406.895
302078,PBDE 32,189084-60-4,"2,4',6-Tribromodiphenyl ether",C12H7Br3O,406.895
302079,PBDE 33,147217-78-5,"2',3,4-Tribromodiphenyl ether",C12H7Br3O,406.895
302080,PBDE 35,147217-80-9,"3,3',4-Tribromodiphenyl ether",C12H7Br3O,406.895
302081,PBDE 37,147217-81-0,"3,4,4'-Tribromodiphenyl ether",C12H7Br3O,406.895
302082,PBDE 71,189084-62-6,"2,3',4',6-Tetrabromodiphenyl ether",C12H6Br4O,485.791
302083,PBDE 77,93703-48-1,"3,3',4,4'-Tetrabromodiphenyl ether",C12H6Br4O,485.791
302084,PBDE 116,189084-65-9,"2,3,4,5,6-Pentabromodiphenyl ether",C12H5Br5O,564.688
302085,PBDE 118,446254-80-4,"2,3',4,4',5-Pentabromodiphenyl ether",C12H5Br5O,564.688
302086,PBDE 119,189084-66-0,"2,3',4,4',6-Pentabromodiphenyl ether",C12H5Br5O,564.688
302088,PBDE 138,182677-30-1,"2,2',3,4,4',5-Hexabromodiphenyl ether",C12H4Br6O,643.584
302089,PBDE 166,189084-58-0,"2,3,4,4',5,6-Hexabromodiphenyl ether",C12H4Br6O,643.584
302095,"1,8-dimethylnaphthalene",569-41-5,N18DMe,C12H12,156.22
302096,"1,4-dimethylnaphthalene",571-58-4,N14DMe,C12H12,156.22
302097,"1,5-dimethylnaphthalene",571-61-9,N15DMe,C12H12,156.22
302100,2-ethylnaphthalene,939-27-5,N2Et,C12H12,156.09
302101,"2,6-diethylnaphthalene",59919-41-4,N26DEt,C14H16,184.27
302170,TCPP,26248-87-3,Tris(1-Chloro-2-propyl) phosphate,C9H18Cl3O4P,327.57
302171,"1,2,5,6,9,10-Hexabromocyclododecane",3194-55-6,"1,2,5,6,9,10-Hexabromocyclododecane",C12H18Br6,641.7
302298,5-methylchrysene,3697-24-3,CH5Me,C19H14,242.31
302299,benzo[a]fluorene,238-84-6,BaFE,C17H12,216.227
302300,benzo[b]fluorene,243-17-4,BbFE,C17H12,216.227
302301,benz[j]and[e]aceanthrylene,202-33-5 and 199-54-2,BjAC,C20H12,252.31
302307,"2,6-dimethylphenol",576-26-1,,C8H10O,122.166
302309,"2,5-dimethylphenol",95-87-4,,C8H10O,122.166
302310,"2,3,6-trimethylphenol",2416-94-6,,C9H12O,136.1928
302311,"2,4,6-trimethylphenol",527-60-6,,C9H12O,136.1928
302503,"1,2-Bis(2,4,6-tribromophenoxy)ethane",37853-59-1,,C14H8Br6O2,687.64
302555,PBB 2,2113-57-7,,,
302556,PBB 3,92-66-0,,,
302557,PBB 4,13029-09-9,,,
302558,PBB 7,53592-10-2,,,
302559,PBB 9,57422-77-2,,,
302560,PBB 10,59080-32-9,,,
302561,PBB 18,59080-34-1,,,
302562,PBB 26,59080-35-2,"2,3',5-Tribromobiphenyl",,
302563,PBB 29,115245-07-3,"2,4,5-Tribromobiphenyl",,
302564,PBB 30,59080-33-0,"2,4,6-Tribromobiphenyl",,
302565,PBB 31,59080-36-3,"2,4',5-Tribromobiphenyl",,
302567,PBB 53,60044-25-9,"2,2',4,6'-Tetrabromobiphenyl",,
302568,PBB 77,77102-82-0,"3,3',4,4'-Tetrabromobiphenyl",,
302569,PBB 80,16400-50-3,"3,3',5,5'-Tetrabromobiphenyl",,
302570,PBB-114,96551-70-1,"2,3,4,4',5-Pentabromobiphenyl",,
302571,PBB-101,67888-96-4,"2,2'4,5,5'-Pentabromobiphenyl",,
302572,PBB-103,59080-39-6,"2,2',4,5',6-Pentabromobiphenyl",,
302573,PBB-137,81381-52-4,"2,2',3,4,4',5-Hexabromobiphenyl",,
302574,PBB-141,120991-47-1,"2,2',3,4,5,5'-Hexabromobiphenyl",,
302575,PBB-153,59080-40-9,"2,2',4,4',5,5'-Hexabromobiphenyl",,
302576,PBB 49,60044-24-8,"2,2',4,5'-Tetrabromobiphenyl",,
302577,PBB-155,59261-08-4,"2,2',4,4',6,6'-Hexabromobiphenyl",,
302578,PBB-156,77607-09-1,"2,3,3',4,4',5",,
302579,PBB-159,120991-48-2,"2,3,3',4,5,5'-Hexabromobiphenyl",,
302580,PBB-169,60044-26-0,"3,3',4,4',5,5'-Hexabromobiphenyl",,
302581,PBB-180,67733-52-2,"2,2',3,4,4',5,5'-Heptabromobiphenyl",,
302582,PBB-189,88700-06-5,"2,3,3',4,4',5,5'-Heptabromobiphenyl",,
302584,PBB-200,119264-60-7,"2,2',3,3',4,5',6,6'-Octabromobiphenyl",,
302586,3-Bromophenol,591-20-8,,C6H5BrO,173.008
302587,4-Bromophenol,106-41-2,,C6H5BrO,173.008
302588,"2,3-Dibromophenol",57383-80-9,,C6H4Br2O,251.903
302589,"2,4-Dibromophenol",615-58-7,,C6H4Br2O,251.905
302590,"2,5-Dibromophenol",28165-52-8,,C6H4Br2O,251.9046
302591,"2,6-Dibromophenol",608-33-3,,C6H4Br2O,251.905
302592,"3,5-Dibromophenol",626-41-5,,C6H4Br2O,251.905
302593,"2,3,4-Tribromophenol",138507-65-0,,C6H3Br3O,330.799
302600,2-Bromoanisole,578-57-4,,C7H7BrO,187.035
302601,3-Bromoanisole,2398-37-0,,C7H7BrO,187.035
302602,4-Bromoanisole,104-92-7,,C7H7BrO,187.035
302603,"2,3-Dibromoanisole",95970-22-2,,C7H6Br2O,265.93
302604,"2,4-Dibromoanisole",21702-84-1,,C7H6Br2O,265.931
302605,"2,5-Dibromoanisole",95970-08-4,,,
302606,"2,6-Dibromoanisole",38603-09-7,,C7H6Br2O,265.931
302607,"3,5-Dibromoanisole",74137-36-3,,C7H6Br2O,265.93
302608,"2,4,5-Tribromoanisole",N/A,,,
302610,Pentabromoethylbenzene,85-22-3,,,
302612,"2,4,6-Tribromophenyl allyl ether",3278-89-5,,C9H7Br3O,370.865
302613,Pentabromotoluene,87-83-2,,,
302615,3-Bromostyrene,2039-86-3,,C8H7Br,183.047
302616,Tribromoneopentyl alcohol,1522-92-5,,,
302617,4-Bromostyrene,2039-82-9,,C8H7Br,183.047
302623,Tetrabromo-o-chlorotoluene,39569-21-6,,,
302626,"1,2-Dibromo-4-(1,2-dibromoethyl)cyclohexane",3322-93-8,,C8H12Br4,427.799
302627,"(2,3-Dibromopropyl) (2,4,6-tribromophenyl) ether",35109-60-5,,C9H7Br5O,530.673
302635,2'-Hydroxy-4-monobromodiphenyl ether,N/A,,,
302636,"2'-Hydroxy-2,4,4'-tribromodiphenyl ether",N/A,,,
302637,"2'-Methoxy-2,4,4'-tribromodiphenyl ether",N/A,,,
302638,"3-Methoxy-2,2',4,4',6-pentabromodiphenyl ether",N/A,,,
302639,4-Chlorophenol,106-48-9,,C6H5ClO,128.5575
302640,4-Chloroguaiacol,16766-30-6,,C7H7ClO2,158.583
302641,"3,4-Dichloroguaiacol",77102-94-4,,C7H6Cl2O2,193.028
302642,"4,5-Dichloroguaiacol",2460-49-3,,C7h6Cl2O2,193.028
302643,"4,6-Dichloroguaiacol",16766-31-7,,C7H6Cl2O2,193.028
302645,"3,4,6-Trichloroguaiacol",60712-44-9,,C7H5Cl3O2,227.473
302647,Tetrachloroguaiacol,2539-17-5,,,
302648,5-Chlorovanillin,19463-48-0,,C16H12O5,284.2658
302649,6-Chlorovanillin,18268-76-3,,C8H7ClO3,186.5933
302650,"5,6-Dichlorovanillin",18268-69-4,,C8H6Cl2O3,221.0384
302651,2-Chlorosyringaldehyde,76341-69-0,,C9H9ClO4,216.6191
302652,"2,6-Dichlorosyringaldehyde",76330-06-8,,C9H8Cl2O4,251.064
302653,Trichlorosyringol,2539-26-6,,,
302654,4-Chlorocatechol,2138-22-9,,C6H5ClO2,144.557
302655,"3,4-Dichlorocatechol",3978-67-4,,C6H4Cl2O2,179.002
302661,Zinc diethyldithiocarbamate,14324-55-1,Accelerator EZ & EZ-SP,,
302662,Nickel dibutyldithiocarbamate,13927-77-0,Naugard(r) NBC,,
302663,PBDE  4,51452-87-0,"2,2'-Dibromodiphenyl ether",,
302664,PBDE  6,147217-72-9,"2,3'-Dibromodiphenyl ether",,
302665,PBDE  9,337513-66-3,"2,5-Dibromodiphenyl ether",,
302666,PBDE  19,147217-73-0,"2,2',6-Tribromodiphenyl ether",,
302667,PBDE  21,337513-67-4,"2,3,4-Tribromodiphenyl ether",,
302668,PBDE  26,337513-75-4,"2,3',5-Tribromodiphenyl ether",,
302669,PBDE  27,337513-53-8,"2,3',6-Tribromodiphenyl ether",,
302670,PBDE  31,65075-08-3,"2,4',5-Tribromodiphenyl ether",,
302671,PBDE  50,446254-23-5,"2,2',4,6-Tetrabromodiphenyl ether",,
302672,PBDE  51,189084-57-9,"2,2',4,6'-Tetrabromodiphenyl ether",,
302673,PBDE  62,446254-33-7,"2,3,4,6-Tetrabromodiphenyl ether",,
302674,PBDE  69,327185-09-1,"2,3',4,6-Tetrabromodiphenyl ether",,
302675,PBDE  88,446254-55-3,"2,2',3,4,6-Pentabromodiphenyl ether",,
302676,PBDE  89,N/A,"2,2',3,4,6'-Pentabromodiphenyl ether",,
302677,PBDE  103,446254-67-7,"2,2',4,5',6-Pentabromodiphenyl ether",,
302678,PBDE  108,446254-71-3,"2,3,3',4,5'-Pentabromodiphenyl ether",,
302679,PBDE  115,446254-78-0,"2,3,4,4',6-Pentabromodiphenyl ether",,
302680,PBDE  127,N/A,"3,3',4,5,5'-Pentabromodiphenyl ether",,
302681,PBDE  128,N/A,"2,2',3,3',4,4'-Hexabromodiphenyl ether",,
302682,PBDE  142,N/A,"2,2',3,4,5,6-Hexabromodiphenyl ether",,
302683,PBDE  144,N/A,"2,2',3,4,5',6-Hexabromodiphenyl ether",,
302684,PBDE  160,N/A,"2,3,3',4,5,6-Hexabromodiphenyl ether",,
302685,PBDE  185,N/A,"2,2',3,4,5,5',6-Heptabromodiphenyl ether",,
302686,PBDE  201,N/A,"2,2',3,3',4,5',6,6'-Octabromodiphenyl ether",,
302706,1-Chlorodibenzo-p-dioxin,39227-53-7,,C12H7ClO2,218.638
302707,2-Chlorodibenzo-p-dioxin,39227-54-8,,C12H7ClO2,218.6383
302708,"1,2-Dichlorodibenzo-p-dioxin",54536-18-4,,C12H6Cl2O2,253.083
302709,"2,3-Dichlorodibenzo-p-dioxin",29446-15-9,,C12H6Cl2O2,253.083
302710,"2,8-Dichlorodibenzo-p-dioxin",38964-22-6,,C12H6Cl2O2,253.0834
302711,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin",35822-46-9,,C12HCl7O2,425.309
302712,"1,2,3,4,6,7,9-Heptachlorodibenzo-p-dioxin",58200-70-7,,C12HCl7O2,425.309
302713,"1,2,3,4,6,7-Hexachlorodibenzo-p-dioxin",58200-66-1,,C12H2Cl6O2,390.864
302714,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin",39227-28-6,,C12H2Cl6O2,390.8638
302715,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin",19408-74-3,,C12H2Cl6O2,390.8638
302716,"1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin",3268-87-9,,C12Cl8O2,459.754
302717,"1,2,3,4,7-Pentachlorodibenzo-p-dioxin",39227-61-7,,C12H3Cl5O2,356.419
302718,"1,2,3,7,8-Pentachlorodibenzo-p-dioxin",40321-76-4,,C12H3Cl5O2,356.4187
302719,"1,2,3-Trichlorodibenzo-p-dioxin",54536-17-3,,C12H5Cl3O2,356.419
302720,"1,2,4-Trichlorodibenzo-p-dioxin",39227-58-2,,C12H5Cl3O2,287.529
302721,"1,7,8-Trichlorodibenzo-p-dioxin",82306-65-8,,C12H5Cl3O2,287.529
302722,"2,3,7-Trichlorodibenzo-p-dioxin",33857-28-2,,C12H5Cl3O2,287.529
302723,"1,2,3,4-Tetrachlorodibenzo-p-dioxin",30746-58-8,,C12H4Cl4O2,321.9736
302724,"1,2,7,8-Tetrachlorodibenzo-p-dioxin",34816-53-0,,C12H4Cl4O2,321.974
302725,"1,3,7,8-Tetrachlorodibenzo-p-dioxin",50585-46-1,,C12H4Cl4O2,321.9736
302726,"1,3,6,8-Tetrachlorodibenzo-p-dioxin",33423-92-6,,C12H4Cl4O2,321.9736
302727,"1,2,8,9-Tetrachlorodibenzo-p-dioxin",116889-69-1,,C12H4Cl4O2,321.974
302728,"1,3,7,9-Tetrachlorodibenzo-p-dioxin",116889-70-4,,C12H4Cl4O2,321.9736
302729,"1,2,6,8-Tetrachlorodibenzo-p-dioxin",67323-56-2,,C12H4Cl4O2,321.974
302730,2-chlorodibenzofuran,51230-49-0,,C12H7ClO,202.6393
302731,4-Chlorodibenzofuran,74992-96-4,,C12H7ClO,202.6393
302732,"2,8-Dichlorodibenzofuran",5409-83-6,,C12H6Cl2O,237.0844
302733,"1,2,3,4,6,7,8-Heptachlorodibenzofuran",38998-75-3,,C12HCl7O,409.31
302734,"1,2,3,4,7,8-Hexachlorodibenzofuran",55684-94-1,,C12H2Cl6O,380.9122
302735,"1,2,3,7,8-Pentachlorodibenzofuran",57117-41-6,,C12H3Cl5O,340.4197
302736,"1,2,3,4-Tetrachlorodibenzofuran",24478-72-6,,C12H4Cl4O,305.975
302737,"1,3,6,8-Tetrachlorodibenzofuran",30402-14-3,,C12H14Cl4O,305.9746
302738,"2,4,8-Trichlorodibenzofuran",54589-71-8,,C12H5Cl3O,271.5295
302739,2-Chlorophenyl-4-nitrophenyl ether,2303-23-3,,,
302740,"2,5-Dichlorophenyl-4-nitrophenyl ether",391-48-7,,,
302741,"1,3-Dichlorodibenzo-p-dioxin",50585-39-2,,C12H6Cl2O2,253.083
302742,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin",57653-85-7,,C12H2Cl6O2,390.8638
302751,Dibenzo-p-dioxin,262-12-4,,C12H8O2,184.193
302752,"1,4-Dichlorodibenzo-p-dioxin",54536-19-5,,C12h6Cl2O2,253.083
302753,"1,6-Dichlorodibenzo-p-dioxin",38178-38-0,,C12H6Cl2O2,253.083
302754,"2,7-Dichlorodibenzo-p-dioxin",33857-26-0,,C23H6Cl2O2,253.0834
302755,"1,4-Dioxino(2,3,b,5,6,b')dipyridine",262-16-8,,C10H6N2O2,186.17
302756,"1,2,4,6,7,9/1,2,4,6,8,9-Hexachlorodibenzo-p-dioxin",,,,
302757,"1,2,3,8,9-Pentachlorodibenzo-p-dioxin",71925-18-3,,C12H3Cl5O2,356.419
302758,"1,2,4,7,8-Pentachlorodibenzo-p-dioxin",58802-08-7,,C12H3Cl5O2,356.419
302759,"1,2,4,6,8/1,2,4,7,9-Pentachlorodibenzo-p-dioxin",71998-76-0,,C12H3Cl5O2,356.419
302760,"2,3,7,8-Tetrabromodibenzo-p-dioxin",50585-41-6,,C12H4Br4O2,499.778
302761,"1,2,6,7-Tetrachlorodibenzo-p-dioxin",41903-57-5,,C12H4Cl4O2,326.005
302762,"1,2,3,4,6,7,8,9-Octachlorodibenzofuran",39001-02-0,,C12Cl8O,443.755
302763,3-Chlorophenyl-4-nitrophenyl ether,2303-23-3,,C6H5ClO,128.557
302764,4-Chlorophenyl-4-nitrophenyl ether,1836-74-4,,C12H8ClNO3,249.652
302765,"2,3-Dichlorophenyl-4-nitrophenyl ether",82239-20-1,,C12H7Cl2NO3,284.097
302766,"2,4-Dibromophenyl-4-nitrophenyl ether",2671-93-4,,C12H7Br2NO3,372.999
302767,"2,6-Dichlorophenyl-4-nitrophenyl ether",2093-28-9,,C12H7Cl2NO3,284.097
302768,"3,4-Dichlorophenyl-4-nitrophenyl ether",22532-80-5,,C12H7Cl2NO3,284.097
302769,"3,5-Dichlorophenyl-4-nitrophenyl ether",21105-77-1,,C12H7Cl2NO3,284.097
302770,4-Nitrophenyl phenyl ether,620-88-2,,C12H9NO3,215.207
302771,"2,3,4-Trichlorophenyl-4-nitrophenyl ether",142022-61-5,,C24H10Cl6N2O5,619.065
302772,"2,3,5-Trichlorophenyl-4-nitrophenyl ether",142022-59-1,,C12H6Cl3NO3,318.54
302773,"2,3,6-Trichlorophenyl-4-nitrophenyl ether",142022-58-0,,C12H6Cl3NO3,318.54
302774,"2,4,5-Trichlorophenyl-4-nitrophenyl ether",22532-68-9,,C12H6Cl3NO3,318.542
302776,"3,4,5-Trichlorophenyl-4-nitrophenyl ether",,,,
302849,Tetrabromophthalate diol,20566-35-2,,C15H16Br4O7,624
302850,Galaxolide,1222-05-5,,C18H26O,258.402
302981,Ethylene brassylate (Musk NN),105-95-3,,C15H26O4,270.365
302989,Linalool,78-70-6,"3,7-dimethylocta-1,6-dien-3-ol",C10H18O,154.25
302990,b-citronellol,106-22-9,"3,7-dimethyloct-6-en-1-ol",C10H20O,156.27
302991,Methyleugenol,93-15-2,"4-Allyl-1,2-dimethoxybenzene",C11H14O2,178.228
302992,Coumarin,91-64-5,2H-Chromen-2-one,C9H6O2,146.143
302993,Farnesol I,4602-84-0,,C15H26O,222.366
302994,Citral A,5392-40-5,"(2E)-3,7-Dimethyl-2,6-octadiena",C10H16O,152.233
302996,Anisyl alcohol,105-13-5,4-Methoxyphenol,C7H8O2,124.137
302997,isoeugenol,97-54-1,,,
302998,Benzyl cinnamate,103-41-3,Benzyl (2E)-3-phenylacrylate,C16H14O2,238.281
302999,amyl cinnamal,122-40-7,,C14H18O,202.292
303000,b-Ionone,79-77-6,,C13H20O,192.3
303001,a-Ionone,127-41-3,,C13H20O,192.3
303002,Geraniol,106-24-1,,C10H18O,154.251
303003,amylcinnamyl alcohol,101-85-9,,C14H20O,204.311
303004,benzyl salicylate,118-58-1,,C14H12O3,228.2458
303005,hydroxy-citronellal,107-75-5,,,
303006,cinnamal,104-55-2,,C9H8O,132.1612
303007,cinnamyl alcohol,104-54-1,,C9H10O,134.177
303009,lilial,80-54-6,2-(4-TERT-BUTYLBENZYL)PROPIONALDEHYDE,C14H20O,204.31
